UniqueCount	AmbigCount
0	82
9	0
0	376
0	0
0	132
0	132
468	0
0	0
0	0
103	0
0	190
36	190
10	24
35	0
282	48
0	0
618	2
42	0
0	0
119	0
12383	2
0	0
99	0
0	0
20	0
106	0
119	0
1195	0
0	0
0	0
59	0
710	0
203	0
128	0
10	127
0	127
31	535
0	414
33	2378
75	0
52	5
125	0
0	0
215	0
543	0
98	1
5	0
1365	1826
113	1825
306	0
53	0
349	0
0	0
74	0
736	0
260	0
58	0
0	0
0	68
0	68
160	0
0	0
90	0
0	0
33	0
28	0
86	0
55	0
19	0
0	0
59	0
225	0
1825	0
76	0
25	47
0	0
53	0
131	0
0	0
12	0
19	0
8	0
5	0
84	0
0	28
0	28
0	0
0	0
28	0
47	0
112	61
17	0
43	0
138	0
0	0
2059	1
0	0
118	0
33	0
43	23
0	242
0	242
0	0
38	0
190	0
0	12545
123	12545
47	0
115	0
282	0
0	0
51	0
0	1
0	1
28	0
49	0
220	0
55	0
47	0
24	236
0	236
562	0
0	0
52	0
73	0
208	1
177	0
952	0
0	0
0	0
27	0
196	1
0	46
8239	2
307	1
0	60
0	60
13	0
29	0
0	0
0	0
9	0
0	83
0	83
191	0
186	0
130	0
103	0
10	0
70	0
65	0
134	0
123	0
0	0
42	0
64	0
215	0
48	18
0	0
0	201
0	201
32	18
143	0
0	0
0	1
97	0
0	0
262	0
103	0
73	0
216	0
201	0
128	0
16	0
2748	0
63	0
193	1
0	0
137	1
48	0
71	0
93	0
0	0
59	0
53	0
201	0
0	0
0	0
81	0
0	0
44	0
0	0
146	0
0	0
0	0
17	0
0	0
0	0
25	6
91	0
153	0
89	0
124	0
63	0
1371	0
184	0
62	0
111	0
0	131
0	131
90	0
135	0
66	3
235	0
180	0
0	0
406	0
186	0
15	0
316	1
273	0
22	0
26	0
0	0
25	0
0	169
0	169
0	0
0	7
0	7
1048	0
48	0
87	71
0	15
0	15
0	15
0	57
0	57
89	0
0	71
35	79
0	45
0	45
0	34
0	34
0	37
0	0
0	0
0	1
0	1
0	37
0	23
0	45
0	45
0	22
0	0
1499	0
221	0
33	0
95	0
189	0
623	0
29	0
1591	1
0	0
81	0
0	0
0	463
0	463
356	0
0	21
18	0
381	0
25	0
45	0
145	0
0	0
36	0
109	0
0	0
0	286
55	286
0	0
0	0
0	0
0	0
0	0
32	6
376	0
0	0
247	0
27	0
0	0
42	0
15	0
18	0
105	0
47	0
43	0
302	0
0	52
0	52
162	0
54	0
310	0
62	0
2710	755
1918	790
632	0
96	0
30	0
0	0
7	0
2	0
0	0
0	0
0	169
0	169
24	0
112	33
0	243
413	0
28	0
0	0
0	0
781	0
45	0
194	0
0	0
114	0
117	0
27	282
0	282
66	0
19	0
0	0
8	0
198	0
9	0
0	422
0	422
0	1
0	113
0	113
412	0
56	0
0	0
0	0
52	0
0	0
30	0
302	0
81	0
48	0
0	0
22	0
0	0
89	0
134	15
0	0
0	18
0	0
0	76
0	76
0	0
0	0
0	0
173	1
0	0
142	0
18	0
24	0
86	0
0	12
0	0
60	0
0	0
0	0
0	27
0	27
24	0
74	0
561	0
327	0
85	0
24	0
47	0
89	0
0	0
0	0
1	0
418	0
396	0
0	0
33	0
0	154
0	154
0	0
0	17
0	0
0	0
0	0
241	0
0	591
6	591
117	0
0	0
55	0
48	0
336	0
0	0
34	0
66	0
0	32
0	0
0	10
26	0
119	0
104	1
28	0
3808	12
0	0
17	0
266	0
1	0
18	0
140	0
18229	10
113	0
1359	0
32	0
41	0
0	0
119	0
479	0
131	0
71	0
1486	5
50	0
181	0
254	0
133	0
47	490
24	0
705	2
173	0
0	0
0	0
0	0
