UniqueCount	AmbigCount
0	0
0	0
0	11
0	0
0	1
0	1
36	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
17	0
0	0
32	0
0	0
0	0
0	0
648	0
0	0
3	0
0	0
0	0
1	0
2	0
20	0
0	0
0	0
6	0
17	0
8	0
13	0
0	3
0	3
0	15
0	35
0	123
3	0
0	0
9	0
0	0
3	0
14	0
0	0
0	0
67	68
8	68
0	0
2	0
8	0
0	0
2	0
30	0
16	0
8	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
5	0
5	0
55	0
0	0
0	0
0	0
1	0
17	0
0	0
0	0
14	0
0	0
0	0
11	0
0	2
0	2
0	0
0	0
0	0
0	0
9	0
0	0
3	0
0	0
0	0
80	0
0	0
7	0
0	0
0	4
0	24
0	24
46	0
0	0
5	0
0	489
7	489
0	0
6	0
10	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
11	0
0	0
4	0
0	0
3	0
8	0
9	0
0	0
0	0
2	0
0	0
0	0
349	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	12
0	12
7	0
12	0
7	0
8	0
0	0
0	0
0	0
35	0
0	0
0	0
5	0
1	0
14	0
1	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
7	0
0	0
25	0
4	0
0	0
14	0
30	0
9	0
0	0
89	0
9	0
7	0
0	0
21	0
1	0
1	0
0	0
0	0
0	0
0	0
12	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	1
0	0
9	0
0	0
0	0
0	0
0	0
8	0
7	0
0	0
0	0
56	0
17	0
0	0
5	0
0	0
0	0
4	0
0	0
5	0
0	0
2	0
0	0
21	0
12	0
0	0
9	0
11	0
9	0
4	0
0	0
3	0
0	13
9	13
0	0
0	0
0	0
59	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
6	0
0	6
0	3
0	0
0	0
0	5
0	5
0	0
0	0
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
19	0
4	0
0	0
8	0
4	0
9	0
0	0
100	0
0	0
13	0
0	0
0	0
0	0
0	0
0	0
8	0
12	0
0	0
5	0
11	0
0	0
0	0
7	0
0	0
0	25
1	25
0	0
0	0
0	0
0	0
0	0
0	0
23	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
12	0
38	6
0	2
0	2
6	0
0	0
17	0
0	0
13	7
11	7
65	0
3	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	2
0	7
0	0
0	0
0	0
0	0
10	0
0	0
11	0
4	0
0	0
7	0
0	13
0	13
2	0
4	0
0	0
