UniqueCount	AmbigCount
0	0
0	0
0	13
0	0
0	4
0	4
39	0
0	0
0	0
0	0
0	5
0	5
0	0
0	0
19	0
0	0
34	0
0	0
0	0
0	0
546	1
0	0
7	0
0	0
0	0
0	0
5	0
23	0
0	0
0	0
4	0
14	0
4	0
6	0
0	4
0	4
0	8
0	28
0	132
6	0
0	0
2	0
0	0
5	0
8	0
0	0
0	0
60	59
8	59
1	0
3	0
10	0
0	0
4	0
46	0
24	0
10	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
7	0
6	0
57	0
0	0
0	0
0	0
1	0
22	0
0	0
0	0
12	0
0	0
0	0
17	0
0	2
0	2
0	0
0	0
0	0
0	0
10	0
0	0
5	0
0	0
0	0
83	0
0	0
1	0
0	0
0	5
0	17
0	17
40	0
0	0
4	0
0	482
3	482
0	0
10	0
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
17	0
0	0
1	0
0	0
9	0
12	0
9	0
0	0
0	0
3	0
0	0
0	0
337	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	7
0	7
7	0
10	0
8	0
8	0
0	0
0	0
0	0
25	0
1	0
0	0
7	0
2	0
13	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
32	0
7	0
0	0
12	0
26	0
11	0
0	0
73	0
9	0
7	0
0	0
18	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
16	0
3	0
0	0
0	0
60	0
9	0
0	0
3	1
0	0
0	0
3	0
0	0
9	0
3	0
1	0
0	0
20	0
7	0
0	0
8	0
9	0
15	0
12	0
0	0
3	0
0	13
7	13
0	0
0	0
0	0
77	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	0
0	1
0	4
0	0
0	0
0	12
0	12
0	0
0	0
0	0
0	12
0	12
0	0
0	0
0	0
0	0
0	0
0	0
16	0
13	0
0	0
7	0
3	0
20	0
0	0
88	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
3	0
7	0
0	0
4	0
14	0
0	0
0	0
7	0
0	0
0	17
4	17
0	0
0	0
0	0
0	0
0	0
0	0
18	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
11	0
31	7
0	3
0	3
12	0
2	0
20	0
0	0
7	3
11	3
68	0
2	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	2
0	5
0	0
0	0
0	0
0	0
24	0
0	0
15	0
2	0
0	0
4	0
0	8
0	8
2	0
2	0
0	0
