UniqueCount	AmbigCount
1	25
93	0
8	804
1	0
3	195
2	195
781	0
0	0
0	0
98	0
0	73
60	73
15	90
78	54
445	64
3	9
902	2
30	0
0	0
42	0
10282	3
10	0
101	0
0	0
138	0
169	0
229	0
1758	1
64	0
3	0
59	0
1051	0
156	1
498	0
1	76
57	87
51	320
2	14
28	3557
266	0
54	0
473	0
0	0
154	0
618	0
115	0
41	0
1808	5918
225	5918
256	1
16	0
927	1
7	0
196	0
2880	1
570	0
178	0
0	1
0	180
0	180
66	0
1	0
124	0
17	0
71	0
96	0
105	0
16	0
35	0
17	0
12	0
524	2
2507	2
33	0
31	48
0	0
59	0
396	0
88	0
24	0
164	0
53	0
17	0
170	0
0	179
0	179
0	0
0	0
35	0
140	0
238	27
81	4
99	0
0	0
10	0
2399	1
0	0
139	87
71	0
2	2
0	248
0	248
632	0
179	0
335	1
0	39695
422	39695
64	0
364	0
285	0
0	0
254	0
0	3
0	3
19	0
0	0
0	0
125	0
37	0
0	325
0	325
190	46
0	0
19	0
55	0
21	0
75	0
449	0
173	0
2	0
1	0
134	0
33	48
23175	14
198	0
0	42
0	42
50	0
69	0
0	0
0	0
135	0
0	130
15	130
128	0
84	0
50	0
436	0
75	0
121	0
68	0
312	0
280	0
4	0
49	0
124	0
577	0
139	2
0	0
0	463
0	463
15	2
130	41
0	0
9	13
95	0
0	0
520	0
44	7
63	0
167	0
129	0
98	6
55	0
1382	0
114	0
123	0
0	0
501	0
101	0
114	0
161	0
0	0
269	0
86	0
488	0
19	0
3	0
104	0
0	0
22	0
0	0
44	0
3	52
0	0
297	0
0	10
0	10
8	10
104	0
146	0
189	0
88	1
36	0
2836	3
411	0
74	0
201	0
0	155
0	155
60	0
76	0
110	0
606	1
491	0
1	0
317	0
94	0
12	0
294	0
644	0
80	0
18	0
4	0
275	1
1	725
2	725
0	0
0	3
0	3
1247	1
25	0
8	225
0	33
0	33
0	33
0	57
0	57
32	0
6	225
14	189
0	35
0	35
0	32
0	32
0	25
0	0
0	0
0	56
0	56
9	49
0	47
0	33
0	21
4	5
0	0
3563	2
433	13
3	0
520	0
212	0
436	0
30	0
3334	1
24	0
76	0
3	0
0	374
0	374
130	0
0	0
48	0
582	0
34	0
51	0
494	2
26	0
19	0
111	0
19	0
5	1744
80	1744
0	0
0	0
0	0
49	0
5	0
35	0
379	0
6	0
41	0
8	0
18	0
51	0
8	0
61	0
24	2
156	0
117	0
321	16
0	56
3	56
544	0
59	0
649	0
115	0
3	0
1	0
618	0
251	0
117	0
10	0
153	0
61	0
2	0
0	0
0	220
0	220
40	0
310	77
0	176
2067	0
119	0
0	0
0	0
702	0
120	0
337	0
10	0
88	0
449	0
30	1457
0	1457
449	0
80	0
2	0
7	0
248	1
59	0
0	2
0	2
1	0
0	340
0	340
552	0
118	0
5	0
1	0
171	0
4	0
75	0
366	0
308	0
163	1
0	74
67	0
6	0
72	0
163	1
26	0
0	1
0	0
0	93
5	93
0	0
0	0
0	0
75	6
3	0
130	1
4	0
56	0
108	0
3	2
0	0
12	1
0	123
1	123
0	234
0	234
0	0
91	0
9	0
336	0
221	0
158	0
480	0
153	0
0	0
0	13
0	13
1087	0
473	1
14	0
33	0
0	311
0	311
0	0
0	13
8	0
0	0
4	0
198	0
1	1806
9	1806
175	0
0	0
41	0
29	0
853	0
0	0
103	0
27	0
23	1
0	0
2	42
38	0
322	0
276	0
139	0
4726	0
0	0
604	3
330	0
56	0
84	1
108	0
14655	14
225	0
2736	1
54	0
53	0
3	0
141	0
799	0
156	1
146	0
1958	1
126	0
92	0
1008	0
35	0
77	824
9	0
951	0
244	1
16	4
0	0
0	37
0	0
1	24
947	0
1	0
0	223
2	217
0	24
0	17
0	14
0	9
82	29
9	5
0	0
76	125
46	153
204	456
114	4
21	11
805	0
0	1
0	6
0	1964
0	0
25	9
27	114
37	1968
135	2
3	272
1	5
0	24
0	0
215	4
69	51
0	0
0	0
0	0
0	0
4	9
2	40
0	0
0	0
0	243
0	242
0	4
232	8
225	0
50	0
16	0
0	80
0	80
109	0
0	96
0	96
0	0
0	0
0	0
0	0
77	0
124	0
114	0
181	0
0	412
0	412
37	0
19	0
37	0
136	0
21	0
4	601
0	601
0	44
17	1
21	0
14	0
121	0
55	0
852	0
178	0
64	0
0	68
0	68
156	0
33	0
92	0
0	466
0	466
99	0
73	258
0	258
238	0
18	0
19	0
1	0
15	0
489	0
231	3
5	3
120	0
0	0
0	0
3	0
40	0
238	0
354	0
418	5
2	11
202	0
2	0
435	0
0	75
0	75
119	0
0	0
408	0
7	476
0	476
51	0
306	0
0	0
1	577
0	33
4	190
0	0
0	0
0	29
0	29
242	0
0	116
0	116
1	5
0	5
483	0
1665	0
23	0
93	0
247	0
104	0
4	0
194	0
217	0
82	0
262	0
7	0
319	0
140	0
0	0
423	0
0	49
2	49
21	0
86	0
173	0
226	0
1355	0
1535	0
121	0
247	0
67	0
0	656
4	656
132	0
0	0
0	0
0	0
0	0
75	0
211	0
810	1
0	1
52	0
131	0
174	0
522	0
1027	1
2225	1
0	0
145	0
61	0
0	0
0	0
0	3917
326	0
0	307
0	3931
6	307
130	0
467	0
7	0
127	0
140	0
0	121
0	121
0	0
6	0
2021	0
154	0
1	0
46	0
12	0
74	0
190	0
1011	0
0	370
0	363
306	893
223	0
13076	2
220	0
2	0
847	0
304	12
0	0
73	0
354	0
36	0
172	5
0	71
0	71
0	3
2	3
111	1
558	1
276	0
33	1
119	11
9	307
0	308
6	312
17	283
138	123
100	139
48	0
0	1389
0	1389
17	529
124	0
0	0
46	0
77	3
255	0
5	0
353	0
30	0
87	0
261	0
0	3
0	3
0	0
95	0
42	0
0	20
0	0
132	0
76	0
1125	0
36	0
388	0
0	0
26339	13
93	0
0	0
66	0
339	0
102	0
0	248
4	248
0	0
31	0
197	0
127	16
12	145
0	148
0	140
66	0
701	1
33	0
192	0
172	0
735	0
0	50
0	50
288	0
46	0
21	0
119	0
241	0
85	0
56	5
195	0
138	0
201	0
278	0
0	0
157	0
145	4
0	46
0	46
0	0
49	703
4	702
15	0
48	0
185	0
4	0
69	64
217	0
83	0
60	0
0	167
0	167
0	15
0	15
30	0
33	0
21	0
55	0
98	0
131	0
7	0
86	0
73	0
594	0
0	0
213	2
189	6
130	173
92	0
550	0
93	0
77	0
1612	2
305	0
13	0
232	0
0	47
0	47
86	0
0	477
0	477
251	0
4	33
9	33
0	0
420	1
557	10
0	0
225	6
448	0
344	0
2	5
2	0
0	51
0	51
134	1
6	226
0	226
0	223
0	2
0	1
0	6
0	11
0	2
4	0
12	209
0	37
0	113
0	0
123	51
0	0
0	0
0	0
1	17
0	0
0	0
15	89
0	0
0	0
8	54
251	0
123	0
26	0
8	0
1151	0
22	158
110	2
1378	0
4	0
60	43
0	17
0	17
110	0
0	409
439	0
0	299
0	299
0	1
4	17
489	0
598	0
64	0
4	0
186	0
89	0
173	0
1299	0
109	0
264	0
0	13
12	13
854	0
294	0
58	0
0	53
0	53
132	0
181	0
107	0
0	0
0	19
0	19
984	0
32	0
121	0
70	0
153	0
178	0
95	0
188	0
525	0
705	4
72	38
97	0
144	0
61	0
34	0
84	0
52	0
244	0
147	0
648	2
0	0
120	0
10	237
74	1
0	0
12	0
602	1
237	0
44	0
0	129
0	129
370	0
596	0
145	0
0	0
47	0
0	0
270	0
49	0
47	0
140	0
90	0
252	46
80	0
33	0
537	0
4683	0
2	0
563	0
227	0
873	1
36	0
176	0
105	0
219	2
101	0
65	0
32	0
23	0
2	0
94	0
90	0
200	0
104	0
34	0
549	0
108	1
0	34
0	34
0	3
0	34
0	32
173	0
17	0
9	80
0	80
372	0
0	0
38	0
269	0
145	6
118	0
1	3
0	0
10	133
4	129
80	3
217	0
1	67
154	25
0	2
7	0
34	0
0	50
0	50
94	0
0	19
0	19
0	19
76	0
45	0
183	0
457	0
27	0
3	0
0	46
0	46
42	0
424	0
664	1
9	0
67	0
2507	0
17	0
229	6
2	0
132	0
399	0
1605	1
6	0
0	0
0	0
50	0
49	0
124	1
22	0
2	0
0	0
200	0
76	0
23	0
0	0
48	0
6	2115
0	191
11	51
0	137
0	2115
16	191
2	51
52	137
122	0
66	0
6	0
56	0
2140	3
22	0
96	0
430	0
149	0
182	0
0	33
0	33
0	33
152	0
86	69
34	0
398	0
139	0
2	0
12	0
416	0
0	0
0	3
0	3
90	0
1	0
139	1
31	0
0	0
57	0
74	0
22	0
523	0
821	0
397	0
195	0
57	0
9	0
0	179
0	179
302	0
380	0
116	0
3893	0
443	1
12	0
866	1
1	0
0	61
0	61
13	0
323	0
19	0
182	0
127	0
78	0
169	0
307	0
52	0
239	0
92	83
0	0
31	0
444	10
330	1
92	0
76	19
78	0
0	0
5	0
196	2
18	19
0	0
0	0
73	0
453	0
299	1
237	0
27	0
90	0
136	1
25	0
48	0
0	0
1	0
0	0
155	0
119	2
22	0
435	0
104	0
116	0
23	0
7194	8
208	1
6	0
745	0
81	0
389	0
341	0
76	0
52	0
3001	7
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
89	0
830	0
64	0
840	0
217	0
581	0
0	0
0	0
116	0
73	13
9	0
5	0
37	0
0	0
237	0
39	0
52	0
0	0
0	0
0	0
109	0
2046	2
389	0
4299	0
287	2
626	1
81	2
7	0
0	0
0	0
52	0
880	0
93	0
36	0
198	0
236	0
99	13
0	488
0	488
0	488
0	0
29	0
1	0
0	145
2	145
0	139
509	0
0	206
0	206
1	0
390	1
8	0
26	0
18	0
74	0
109	0
843	2
37	0
2838	1
324	0
2311	0
40	69
71	0
349	0
23	39
1427	41
0	0
603	0
10	0
0	0
24009	8
15	0
113	0
72	0
74	0
41	0
751	1
2	0
580	0
57	0
68	0
0	0
152	34
278	0
7	0
567	0
0	0
0	0
477	0
0	1680
95	0
122	7
0	95
0	95
429	0
178	0
286	0
70	0
13	0
772	0
210	0
82	0
66	0
274	0
0	33
371	1
11	0
133	0
537	0
0	16
0	16
63	0
351	0
40	0
28	0
85	0
194	0
96	0
34	8
39	400
183	0
0	83
0	83
25	0
0	0
859	0
1815	0
456	0
60	0
0	0
0	2
0	2
13	0
18	0
63	0
99	1
0	0
48	0
422	3
0	0
0	0
109	0
435	0
8	10
0	16
100	16
23	740
0	740
684	1
0	0
14	0
0	0
104	0
659	0
229	0
20	0
322	0
80	0
248	0
713	0
371	2
307	1
2477	0
114	0
263	0
38	0
208	0
0	90
0	90
0	54
0	44
0	59
42	0
18	0
105	24
73	0
30	0
0	0
0	0
0	0
0	11
0	11
25	0
0	2
0	2
521	117
1072	1
276	0
3	0
0	9
270	0
149	0
141	1
154	0
157	0
75	0
6	0
25	0
