UniqueCount	AmbigCount
0	24
0	0
6	183
0	0
0	32
9	32
112	0
0	0
0	0
6	0
0	10
0	10
0	7
10	9
26	14
26	7
125	0
0	0
0	0
6	0
2430	1
0	0
41	0
0	0
2	0
5	0
21	0
329	0
0	0
0	0
10	0
61	0
7	0
61	0
0	0
0	0
0	78
0	11
0	234
51	0
10	0
26	0
0	0
30	0
33	0
0	0
0	0
1064	1854
101	1854
40	0
3	0
65	0
0	0
41	0
84	0
110	0
0	0
0	0
0	9
0	9
4	0
0	0
13	0
8	0
25	0
12	0
40	0
19	0
3	0
4	0
6	0
28	0
856	0
15	0
0	0
0	0
128	0
40	0
0	0
0	0
8	0
10	0
14	0
39	0
0	4
0	4
0	0
0	0
12	0
1	0
65	29
0	0
12	0
0	0
0	0
221	0
0	0
20	9
28	0
4	0
0	12
0	12
135	0
27	0
72	0
0	7868
12	7868
0	0
30	0
127	0
0	0
12	0
0	41
0	41
28	0
0	0
9	0
83	0
0	0
0	90
0	90
72	0
0	0
12	0
26	0
4	0
16	0
144	0
18	0
0	0
0	0
82	0
0	0
4966	2
73	0
0	10
0	10
0	0
20	0
0	0
0	0
45	0
0	3
0	3
14	0
7	0
0	0
0	0
14	0
3	0
0	0
28	0
28	0
0	1
23	0
19	0
28	0
0	0
0	0
0	252
0	252
17	0
113	6
0	0
0	0
24	0
0	0
10	0
49	2
13	0
15	0
20	0
21	0
9	0
418	0
0	0
37	0
9	0
109	0
5	0
46	0
5	0
0	0
10	0
5	0
29	0
0	0
0	0
39	0
0	0
23	0
0	0
22	0
0	0
0	0
11	0
0	6
0	6
0	0
23	0
25	0
4	0
11	0
0	0
24	0
34	0
12	0
24	0
0	51
0	51
0	0
0	0
6	0
0	0
7	0
0	0
148	0
1	0
0	0
189	0
11	0
0	0
4	0
0	0
16	1
1	107
10	107
0	0
0	11
0	11
421	0
0	0
2	36
0	0
0	0
0	0
0	21
0	21
17	0
0	36
8	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
271	0
24	0
1	0
10	0
13	0
62	0
0	0
384	0
3	0
0	0
0	0
0	53
0	53
0	0
16	0
46	0
43	0
0	0
7	0
9	0
0	0
9	0
36	0
7	0
0	43
0	43
0	0
0	0
0	0
5	0
0	0
11	0
34	0
0	0
31	0
0	0
17	0
6	0
0	0
27	0
30	0
17	0
26	1
6	4
0	15
0	15
36	0
17	0
53	0
24	0
23	7
24	7
197	0
56	0
0	0
0	0
16	0
15	0
0	0
0	0
0	37
0	37
13	0
19	27
0	92
98	0
0	0
0	0
10	0
210	0
25	0
0	0
0	0
0	0
105	0
0	52
0	52
55	0
18	0
0	0
0	0
31	0
13	0
0	0
0	0
0	0
0	50
0	50
185	0
12	0
0	0
0	0
24	0
7	0
1	0
12	0
5	0
3	0
0	4
8	0
0	0
18	0
32	0
0	0
0	0
0	0
0	37
0	37
0	0
0	0
0	0
5	0
0	0
15	0
0	0
5	0
11	0
0	0
0	0
0	0
0	55
0	55
0	36
10	36
8	0
1	0
0	0
5	0
33	0
69	0
44	0
15	0
0	0
0	0
0	0
79	0
3	0
0	0
21	0
0	46
0	46
0	0
0	0
0	0
0	0
0	0
141	0
0	88
6	88
34	0
0	0
45	0
9	0
9	0
0	0
15	0
5	0
16	0
0	0
0	12
3	0
26	0
20	0
20	0
409	0
0	0
59	0
79	0
35	0
15	0
31	0
1294	1
0	0
11	0
13	0
6	0
0	0
0	0
74	1
0	0
0	0
195	0
7	0
1	0
31	0
0	0
55	237
0	0
94	0
135	0
0	8
0	0
0	0
0	0
52	101
203	0
11	0
0	81
0	77
0	83
0	31
0	61
0	25
31	20
0	6
0	2
6	75
39	13
53	36
21	0
0	0
270	0
0	16
0	39
0	872
2	0
0	13
28	119
42	599
36	0
0	59
0	0
0	96
0	0
0	0
0	6
0	0
0	0
0	0
0	0
10	28
0	29
0	0
0	0
0	15
0	15
0	9
0	5
73	0
4	0
0	0
0	43
0	43
7	0
0	14
0	14
0	0
0	0
0	0
0	0
12	0
10	0
0	0
8	0
0	5
0	5
0	0
11	0
6	0
22	0
0	0
6	96
0	96
0	67
1	0
22	0
13	0
30	0
12	0
9	0
0	0
0	0
0	9
0	9
18	0
15	0
56	0
0	107
0	107
20	0
0	18
0	18
13	0
7	0
0	0
0	0
0	0
10	0
27	0
0	0
11	0
0	0
0	0
0	0
10	0
0	0
49	0
7	0
0	0
1	0
1	0
65	0
0	21
0	21
16	0
0	0
454	0
0	20
0	20
9	0
17	0
0	0
0	77
0	39
13	30
0	0
0	0
0	0
0	0
9	0
0	28
0	28
0	0
0	0
0	0
111	0
1	0
0	0
9	0
17	0
0	0
5	0
14	0
23	0
28	0
10	0
787	0
55	0
0	0
58	0
0	0
0	0
0	0
28	0
20	0
126	0
39	0
141	0
10	0
184	0
18	0
0	44
0	44
11	0
0	0
0	0
0	0
0	0
6	0
15	0
110	0
0	0
11	0
8	0
20	0
152	0
95	0
162	0
0	0
24	0
17	0
0	0
0	0
0	204
33	0
0	0
0	204
0	0
32	0
134	0
90	0
0	0
78	0
0	68
0	68
0	0
0	0
139	0
6	0
6	0
0	0
0	0
16	0
19	0
117	0
0	105
0	105
3	82
7	0
1791	0
17	0
1	0
49	0
56	0
0	0
6	0
238	0
1	0
61	0
0	17
0	17
0	19
0	19
71	0
286	0
33	0
7	0
12	16
0	70
0	75
9	83
40	49
6	50
19	50
19	0
0	108
0	108
8	24
8	0
0	0
0	0
2	0
57	0
2	0
55	0
13	0
5	0
34	0
0	0
0	0
0	0
6	0
2	0
0	20
0	8
41	4
15	0
73	0
28	0
18	0
0	0
5022	0
1	0
0	0
9	0
7	0
0	0
0	1
0	1
0	0
0	0
14	0
6	4
0	4
0	10
0	10
10	0
85	0
0	0
13	0
27	0
83	0
0	8
0	8
42	0
23	0
0	0
12	0
42	0
12	0
2	0
38	0
22	0
49	0
16	0
0	0
8	0
28	0
0	14
0	14
8	0
8	65
0	65
1	0
0	0
29	0
0	0
11	6
139	0
12	0
0	0
0	32
0	32
0	11
0	11
6	0
12	0
0	0
99	0
0	0
3	0
3	0
14	0
