UniqueCount	AmbigCount
21	84
56	0
8	540
0	0
1	252
22	252
642	0
0	0
0	0
296	0
0	130
14	130
25	75
21	10
227	77
2	12
661	5
16	0
0	0
76	0
29411	38
11	0
114	0
0	0
88	2
125	0
133	0
1727	1
66	0
2	0
43	0
1061	0
219	0
793	1
5	32
9	32
16	258
10	984
11	6055
145	0
46	2
160	0
7	0
79	2
251	0
141	0
20	0
4239	5553
502	5552
257	2
234	1
893	3
5	0
154	0
2942	2
566	0
123	0
1	0
1	78
0	78
61	1
6	0
293	1
9	0
79	0
142	0
84	0
23	0
65	0
18	0
8	0
265	1
2801	6
14	0
54	77
0	0
200	0
225	0
46	0
20	0
72	0
110	0
20	0
143	0
2	130
5	130
0	0
0	0
29	0
201	0
377	21
51	7
203	0
0	0
8	0
3550	5
0	0
184	29
58	0
76	22
0	233
2	233
1608	0
190	0
280	1
0	31934
201	31934
56	1
221	0
398	0
2	0
215	0
0	0
0	0
2	0
1	0
0	0
111	0
22	0
6	201
0	201
380	10
1	0
139	0
61	0
66	0
159	0
929	0
240	0
12	0
15	0
327	5
17	35
19777	35
381	2
1	46
0	46
45	0
75	0
0	3
1	3
167	0
0	80
10	80
112	0
123	0
43	0
275	0
38	0
86	0
42	0
350	0
211	1
5	0
23	0
219	0
361	1
105	1
1	0
0	153
0	153
31	1
114	26
0	1
11	14
284	66
1	1
1955	98
125	42
163	1
184	0
265	2
100	2
60	2
2897	5
84	0
139	0
3	0
526	0
171	0
192	0
193	1
0	0
181	0
145	0
342	1
12	0
1	0
145	0
4	0
37	0
0	0
102	1
0	2
0	0
103	0
0	1
0	1
0	4
115	0
93	0
160	1
105	0
24	0
2645	1
198	0
73	0
177	0
0	92
0	92
36	0
217	0
101	0
377	1
433	2
0	1
621	0
116	0
8	0
521	1
365	0
39	0
8	0
4	0
186	1
10	683
42	683
0	0
1	6
0	6
1711	3
58	0
161	212
0	106
0	105
0	106
0	35
0	35
88	1
4	211
38	128
0	48
0	49
1	67
0	67
11	49
0	16
0	19
0	63
0	63
17	69
1	48
0	52
2	50
7	41
0	0
4454	5
413	3
21	0
163	0
215	1
510	2
30	0
2650	4
17	0
54	0
0	0
0	202
0	202
20	0
4	0
96	0
227	1
20	0
45	1
189	0
18	0
56	0
182	0
19	0
8	549
87	549
0	0
0	0
0	0
52	0
5	0
29	0
375	0
0	0
57	0
5	0
9	0
28	0
7	0
31	0
44	4
121	0
67	0
229	3
1	31
0	31
461	0
88	0
701	2
266	0
3	0
1	0
577	1
285	2
59	0
19	0
97	1
73	0
0	0
0	0
2	209
2	209
74	1
179	98
0	385
1154	0
59	1
0	0
0	0
626	0
132	0
92	0
22	0
76	0
487	0
10	639
0	639
526	1
159	0
2	0
6	0
288	0
125	0
0	14
0	14
9	0
0	310
4	310
644	1
111	0
6	1
9	1
158	0
14	0
42	0
398	0
146	0
121	1
0	65
51	0
5	0
159	1
187	0
24	0
0	0
0	0
0	130
3	130
0	0
0	0
0	0
146	6
2	0
163	0
16	0
47	0
59	1
0	5
1	1
22	0
3	99
4	99
0	111
0	111
31	0
67	0
223	0
471	1
139	0
147	0
456	1
128	0
0	0
0	11
0	11
732	1
392	0
14	0
37	0
1	262
0	262
2	0
0	4
4	0
0	0
4	0
215	1
18	983
83	984
105	0
0	0
50	0
37	0
674	2
11	0
81	0
17	0
55	4
2	0
0	14
32	0
272	0
355	0
52	0
8666	13
0	0
14138	17
654	0
104	0
92	0
145	1
28589	43
152	0
804	1
51	7
30	0
23	7
126	0
1225	4
216	0
55	0
2482	2
85	0
151	0
727	0
38	0
85	677
8	0
843	0
362	1
10	1
0	0
0	4
0	0
45	177
817	0
10	0
1	372
0	318
0	275
2	158
9	200
0	58
140	27
9	29
0	0
62	284
84	47
249	179
127	2
4	2
1053	0
0	55
0	121
9	7592
4	0
11	32
39	547
354	4293
104	4
2	346
3	26
10	150
0	2
90	0
28	58
0	0
0	0
0	0
0	0
42	66
2	96
0	1
0	0
0	118
0	114
0	32
109	2
349	1
31	0
25	0
4	86
0	86
131	0
0	155
0	155
0	0
1	0
1	0
0	0
72	0
67	0
55	0
67	0
3	225
12	225
59	0
75	0
19	0
125	0
11	0
28	407
0	402
10	118
46	0
70	0
18	0
170	0
88	0
965	0
153	0
19	0
0	31
0	31
81	0
50	0
96	0
4	323
0	323
74	0
3	192
0	192
192	0
28	0
32	0
3	0
18	0
298	0
256	0
27	0
207	0
2	0
1	0
4	0
26	0
120	0
551	0
390	2
96	0
219	0
32	0
559	0
0	106
0	106
113	0
5	0
374	1
10	184
0	184
22	0
311	0
7	0
33	524
11	124
30	146
0	0
0	0
0	37
0	37
148	0
0	180
1	180
9	23
0	23
405	0
792	0
17	0
79	0
194	0
149	0
4	0
120	1
234	0
105	0
193	0
11	0
504	1
89	0
1	0
255	0
0	24
3	24
18	0
79	0
187	1
224	1
1054	2
1453	2
71	0
229	0
100	0
0	358
11	358
148	0
3	0
0	0
0	0
0	0
113	0
118	0
878	2
7	0
64	0
87	0
172	0
1051	2
1090	2
1264	0
0	0
246	1
55	0
7	0
0	0
0	4935
293	1
0	208
0	4967
98	208
244	1
331	1
55	0
93	0
323	0
1	226
0	226
0	0
4	0
1920	3
132	0
27	0
21	0
7	0
6	0
133	0
1311	3
0	261
0	239
181	359
269	0
12067	18
181	0
8	0
346	2
340	2
0	1
42	2
346	0
38	0
65	4
4	70
0	70
0	4
0	4
244	4
1219	2
131	0
29	0
115	52
0	221
11	288
6	321
41	257
64	228
59	245
43	0
0	467
1	467
16	86
88	0
0	0
46	0
76	0
335	1
31	1
253	1
18	0
63	0
179	0
0	2
0	2
0	0
60	0
50	0
0	2
0	2
263	2
140	0
1224	0
48	1
287	0
0	0
23115	32
42	0
0	0
52	0
227	0
84	0
0	167
8	167
2	0
39	0
103	0
83	29
7	82
0	88
0	69
18	3
670	2
19	0
194	1
82	0
308	1
0	35
0	35
140	0
44	0
74	0
105	1
217	0
28	0
28	0
346	3
163	0
395	0
247	0
2	2
77	0
108	5
3	57
0	57
45	0
55	722
4	721
11	1
19	0
125	0
3	1
85	20
218	0
72	0
77	0
0	111
0	111
0	148
4	148
35	0
21	0
17	0
45	0
132	0
104	0
35	0
98	0
61	0
377	1
1	0
161	0
309	10
103	81
93	0
593	1
50	0
155	1
851	0
187	0
48	0
340	0
0	21
1	21
87	0
0	721
1	721
127	1
0	29
4	29
0	0
667	1
672	13
10	0
122	3
555	3
319	1
0	3
10	0
4	115
2	115
120	0
0	154
0	154
0	144
0	0
0	3
0	4
1	27
0	2
1	0
18	217
1	230
0	164
0	0
92	24
0	0
0	0
0	0
2	146
0	0
1	0
10	120
0	0
0	0
1	4
360	1
188	0
90	0
21	0
947	1
112	291
105	0
1338	1
6	9
34	5
2	21
0	21
123	0
3	293
337	2
5	228
4	228
0	0
2	9
352	0
548	1
141	2
1	1
114	0
110	0
182	0
662	2
96	0
264	1
0	20
0	20
1252	2
502	1
43	0
3	33
1	33
181	0
137	0
50	0
0	0
0	80
0	80
825	1
43	0
142	2
68	0
152	0
115	0
32	0
220	0
987	1
1276	1
175	28
57	2
134	1
23	0
25	0
51	1
79	0
406	0
159	0
454	1
0	0
37	0
13	462
72	1
0	0
22	0
1077	0
511	0
46	3
0	18
0	18
187	0
657	1
320	1
1	0
83	0
0	0
227	0
105	0
82	0
123	3
46	0
59	4
88	0
12	0
215	0
2578	10
9	0
515	0
237	1
1538	3
67	0
98	0
155	0
371	0
18	0
45	0
14	0
7	0
1	0
181	1
125	1
295	0
63	3
52	0
280	1
100	0
0	28
0	28
0	11
0	24
1	17
175	1
35	0
2	89
0	89
394	0
0	0
61	0
217	3
211	12
73	5
45	20
22	0
43	214
29	208
89	24
110	0
1	57
233	14
0	4
25	0
8	0
0	26
0	26
81	0
0	19
0	19
0	19
39	0
132	0
180	0
929	0
25	0
10	0
0	44
0	44
16	0
366	0
818	0
37	0
25	0
1730	2
29	0
407	2
2	0
106	0
412	0
2291	4
8	0
0	1
0	1
39	0
53	0
110	0
32	0
1	0
0	0
143	2
58	0
28	1
10	0
29	0
250	1769
0	236
3	54
0	162
0	1769
172	236
5	54
89	162
89	0
95	0
8	0
168	0
2804	3
92	0
109	0
763	1
198	0
197	0
0	5
0	5
0	5
147	1
35	77
26	0
287	1
39	1
17	0
31	0
449	0
0	0
0	0
0	0
287	0
2	0
178	0
55	0
0	0
61	1
51	0
34	0
458	0
924	2
1101	0
130	0
58	0
15	1
0	203
3	203
230	0
364	0
122	0
6996	9
385	0
1	0
675	0
0	0
0	92
0	92
20	0
358	0
28	0
185	2
111	0
101	0
262	0
595	1
14	0
76	0
181	16
0	0
69	1
336	5
169	0
100	2
57	8
175	3
