UniqueCount	AmbigCount
23	116
162	0
13	967
0	0
8	385
13	385
719	0
0	0
0	0
133	0
0	193
26	193
19	68
70	26
474	155
8	31
1145	9
89	0
3	0
139	0
17347	8
12	0
117	0
0	0
25	1
276	0
240	0
3105	0
58	0
0	0
125	0
766	0
179	0
433	0
81	432
42	436
228	2044
51	757
73	6567
399	1
94	1
189	0
10	0
311	0
528	0
164	0
62	0
3121	5413
330	5412
320	0
162	0
605	0
4	0
41	0
1166	0
742	0
112	0
1	0
5	142
0	142
321	0
7	0
176	0
27	0
109	0
21	0
168	0
55	0
72	0
30	0
52	0
469	0
2412	0
79	0
65	144
0	0
175	0
252	0
84	0
14	0
98	0
52	0
86	0
243	0
1	205
0	205
0	0
0	0
49	0
114	0
356	49
106	6
114	0
197	0
22	0
2246	1
3	0
163	35
123	0
106	37
7	748
1	748
28	0
66	0
269	12
0	23441
136	23442
159	0
236	0
429	0
0	0
216	0
0	36
0	36
56	0
67	0
325	0
274	0
52	0
14	310
1	310
1196	26
0	0
124	0
185	4
727	3
374	0
1611	0
21	0
23	0
35	0
206	8
18	35
16816	9
334	1
0	100
0	100
32	0
20	0
0	0
0	0
159	0
0	65
8	65
346	0
303	0
106	0
477	0
68	0
111	0
137	0
399	0
237	0
23	2
52	0
183	0
402	1
300	9
1	0
0	447
0	447
79	9
193	38
0	3
8	7
203	17
1	0
336	24
126	36
194	1
248	0
441	1
117	3
101	2
4896	0
437	0
285	1
0	0
459	0
173	0
113	0
132	0
0	0
251	0
102	0
439	0
12	0
5	0
257	1
2	0
88	0
0	0
212	0
4	51
0	0
125	0
14	30
0	30
8	8
127	0
251	0
271	0
197	0
57	0
3030	0
474	0
100	0
243	0
1	413
1	413
139	0
231	0
125	0
399	0
300	0
2	0
751	0
305	0
0	0
646	0
390	0
71	0
16	0
10	0
144	0
6	569
34	569
0	0
0	18
0	18
1837	1
56	0
198	331
0	16
0	16
0	16
0	56
0	56
218	0
0	331
26	136
0	58
0	58
3	63
0	63
16	68
0	11
0	11
0	67
0	67
7	88
0	56
0	81
3	73
8	51
0	0
1428	0
349	5
45	0
353	0
172	0
696	0
52	0
4061	1
34	0
218	2
0	0
0	1480
0	1480
890	1
5	27
151	0
774	1
32	0
72	0
344	0
12	0
68	0
244	0
26	0
3	988
124	988
1	0
0	0
0	0
107	0
1	0
62	0
540	0
6	0
620	0
237	0
46	0
27	0
35	0
26	0
48	20
147	0
190	2
718	44
1	135
7	132
538	0
108	0
478	0
65	0
3376	1165
2409	1182
1885	1
274	0
133	0
18	0
202	0
57	0
1	0
1	0
1	333
2	333
81	0
129	94
0	374
1092	1
109	0
0	0
0	1
1435	1
342	0
438	1
78	0
155	1
412	0
7	1047
0	1047
218	0
191	0
0	0
13	0
242	0
131	0
0	603
0	603
0	0
0	285
16	285
718	0
65	0
4	1
5	1
123	1
62	0
51	0
502	0
151	0
190	2
1	92
64	0
4	0
197	0
240	0
57	3
0	3
0	3
0	240
6	240
0	0
0	0
0	0
250	24
1	0
178	0
11	0
171	1
181	0
1	4
3	0
207	7
4	101
5	101
0	190
9	190
49	0
135	0
876	0
315	0
195	0
55	0
185	0
173	0
0	0
1	59
0	59
905	0
295	0
12	0
81	0
3	326
0	326
8	0
1	4
7	0
0	0
12	0
505	0
18	1369
58	1369
106	0
0	0
46	0
84	0
462	0
10	0
86	0
117	2
37	9
5	0
1	40
16	0
285	0
145	0
95	0
7358	3
0	0
33	0
354	1
65	0
65	0
239	0
29256	7
142	0
3138	0
80	12
49	0
48	12
188	0
1160	0
137	0
143	0
2421	2
31	0
309	0
380	1
100	0
336	1111
24	0
1518	0
388	0
6	4
0	0
0	11
0	0
88	306
2138	0
5	2
2	558
1	494
0	292
2	165
3	170
0	105
106	19
19	38
1	0
32	201
105	94
268	339
241	9
5	8
2024	0
0	31
0	92
0	1613
4	0
13	24
63	563
80	1067
154	1
3	321
5	14
14	239
1	1
211	2
35	75
0	0
0	0
0	0
0	3
53	127
9	141
0	1
0	1
0	287
0	283
0	116
182	11
1002	0
125	0
35	0
10	180
1	180
70	0
0	192
0	192
0	0
2	0
1	0
0	0
38	0
175	0
152	0
188	0
1	284
7	284
5	0
59	0
30	0
143	0
78	0
23	658
0	651
16	174
10	0
23	0
0	0
142	2
109	0
557	0
72	0
117	0
0	55
0	55
207	0
122	4
34	0
4	484
0	484
97	0
9	256
0	256
151	0
4	0
90	0
4	0
20	0
471	0
179	0
5	0
164	0
6	0
0	0
9	0
138	5
177	5
583	0
365	0
116	18
328	1
20	0
1218	0
0	57
1	57
114	0
83	0
683	0
11	486
3	486
96	0
275	1
21	0
17	258
28	457
53	264
0	1
0	0
0	86
0	86
95	0
0	135
0	135
10	22
0	22
254	0
871	0
35	0
115	0
149	0
284	0
0	0
282	0
114	0
127	0
205	0
40	0
2437	1
172	0
0	0
699	1
0	73
1	73
91	0
107	0
252	0
355	0
1347	0
1469	1
268	0
1224	0
197	0
1	553
9	553
297	0
0	0
0	0
0	0
0	0
72	0
246	0
966	0
26	0
191	0
90	0
168	0
3107	0
627	0
1395	0
0	0
264	0
66	0
11	4
0	4
0	5987
502	0
0	240
0	6056
144	240
279	0
504	0
474	0
193	0
386	0
9	419
0	419
0	0
8	0
1164	0
133	0
77	0
124	0
15	0
60	0
140	0
364	0
1	221
0	208
366	495
193	0
20354	7
183	0
15	0
993	1
625	10
0	0
68	0
994	0
69	0
317	19
7	171
0	171
0	20
0	20
178	13
1134	0
693	0
185	0
201	118
1	348
14	424
16	482
35	319
58	277
147	335
133	0
7	2162
30	2162
61	123
73	0
1	0
165	0
93	0
437	1
336	1
432	1
118	0
202	0
265	0
0	8
0	8
0	0
115	0
96	0
2	7
0	0
5	0
136	0
2035	0
63	0
247	0
1	0
20234	4
131	0
0	0
19	0
705	0
107	0
0	191
15	191
0	0
24	0
266	0
162	90
29	280
0	315
0	260
116	13
725	2
34	0
235	0
163	0
1037	0
0	140
0	140
405	0
64	0
60	0
72	0
213	0
99	0
77	4
480	6
185	0
375	0
354	0
14	6
151	0
169	8
6	50
0	50
64	0
28	422
6	422
39	4
99	1
263	0
1	0
183	63
1293	0
206	0
60	0
0	306
0	306
1	287
4	287
34	0
107	0
23	0
319	0
86	1
134	0
3	0
54	0
1529	1
759	1
0	0
344	0
224	12
106	91
132	0
1437	0
81	0
179	1
1018	0
378	0
54	0
964	0
0	113
7	113
261	0
0	648
0	648
116	0
2	46
2	46
0	0
718	0
441	37
22	0
128	5
510	0
353	0
0	5
40	0
5	225
4	225
185	0
1	273
0	273
0	250
0	0
0	0
0	9
0	29
1	0
10	0
11	138
0	175
1	263
0	0
69	27
0	0
0	0
0	0
7	269
0	0
0	0
12	149
0	0
0	0
12	29
258	0
143	0
235	0
57	1
2374	2
488	276
267	0
2228	1
9	23
68	35
4	18
0	18
178	0
2	266
325	1
3	330
0	330
0	2
1	18
720	0
771	0
424	0
3	1
125	0
174	0
273	0
2768	0
286	0
299	0
0	9
3	9
702	0
253	0
91	0
0	91
1	91
223	0
257	0
34	0
0	0
0	36
0	36
757	0
109	1
