UniqueCount	AmbigCount
0	0
13	0
0	27
0	0
0	11
0	11
31	0
0	0
0	0
0	0
0	8
0	8
0	9
9	0
39	0
0	3
41	0
7	0
0	0
0	0
296	0
0	0
16	0
0	0
0	0
1	0
12	0
58	0
0	0
0	0
0	0
19	0
4	0
6	0
0	9
0	9
4	33
0	0
2	192
12	0
3	0
1	0
0	0
17	0
20	0
11	0
0	0
58	108
2	107
13	0
1	0
49	0
0	0
9	0
40	1
23	0
0	0
0	0
0	0
0	0
4	0
0	0
1	0
0	0
2	0
0	0
0	0
0	0
1	0
0	0
0	0
10	0
112	0
0	0
5	0
0	0
0	0
5	0
0	0
0	0
5	0
0	0
5	0
2	0
0	7
0	7
0	0
0	0
0	0
5	0
3	0
0	0
0	0
6	0
7	0
94	0
0	0
1	4
2	0
0	0
0	14
0	14
0	0
0	0
20	0
0	739
14	739
7	0
0	0
17	0
0	0
6	0
0	1
0	1
0	0
0	0
5	0
0	0
0	0
0	10
0	10
9	0
0	0
0	0
8	0
12	0
0	0
29	0
0	0
0	0
0	0
16	0
0	1
376	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
29	0
7	0
5	0
2	0
3	0
6	0
1	0
18	0
0	0
0	0
3	0
1	0
16	0
0	0
0	0
0	19
0	19
0	0
0	0
0	0
0	0
9	0
0	0
0	0
1	0
1	0
4	0
0	0
9	0
0	0
54	0
9	0
23	0
0	0
3	0
0	0
1	0
4	0
0	0
1	0
0	0
18	0
0	0
0	0
4	0
0	0
0	0
0	0
3	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
12	0
15	0
0	0
72	0
23	0
0	0
0	0
0	6
0	6
1	0
1	0
11	0
1	0
13	0
0	0
21	0
4	0
0	0
13	0
29	0
4	0
0	0
0	0
7	0
0	1
0	1
0	0
0	0
0	0
41	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
105	0
29	0
0	0
5	0
0	0
20	0
9	0
85	0
0	0
0	0
0	0
0	10
0	10
9	0
0	0
20	0
26	0
0	0
0	0
5	0
0	0
0	0
3	0
0	0
0	17
1	17
0	0
0	0
0	0
0	0
0	0
4	0
31	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
6	0
11	0
0	0
0	0
3	0
6	0
10	0
0	0
264	15
176	14
14	0
15	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	7
0	0
28	2
0	2
47	0
2	0
0	0
0	0
40	0
8	0
16	0
6	0
5	0
8	0
0	28
0	28
13	0
0	0
0	0
0	0
2	0
5	0
0	21
0	21
0	0
0	0
0	0
11	0
3	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
11	0
8	0
0	0
0	0
0	0
0	7
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
5	0
0	0
0	0
3	0
0	0
0	0
0	10
0	10
