UniqueCount	AmbigCount
37	141
13	0
12	1152
0	0
14	352
23	352
819	0
0	0
0	0
100	0
0	247
46	247
16	45
21	13
239	96
46	53
956	24
3	0
0	0
75	0
16632	6
2	0
377	0
0	0
16	0
76	0
139	0
2177	1
48	0
0	0
79	0
811	0
269	0
549	0
18	56
6	50
40	400
5	251
3	2560
152	0
119	0
142	0
0	0
132	0
237	1
152	0
24	0
5297	9653
681	9653
307	0
173	0
615	2
4	0
542	0
906	0
600	0
202	0
6	0
0	51
0	51
69	0
30	0
164	0
187	0
317	0
92	0
172	0
83	0
148	0
77	0
44	0
226	0
6590	2
46	0
39	81
0	0
2240	0
163	0
61	0
13	0
67	0
81	0
287	0
102	0
0	91
0	91
0	0
0	0
36	0
106	0
365	26
100	20
165	0
0	0
0	0
1558	0
2	4
164	60
118	0
18	2
0	99
2	99
531	1
233	0
264	1
0	44962
59	44962
4	0
140	0
720	0
0	0
161	0
0	721
0	721
227	0
3	0
13	0
589	0
58	0
20	394
0	394
223	33
3	0
77	0
259	0
36	0
147	0
969	0
193	1
19	0
12	0
1015	4
14	101
28931	10
452	0
0	109
0	109
32	0
84	0
0	0
2	0
169	0
0	112
10	112
87	0
109	0
34	0
170	0
53	0
43	0
27	0
242	0
184	0
27	0
89	0
53	0
282	0
117	1
1	0
0	1278
2	1278
73	1
387	85
1	1
7	11
146	35
0	0
93	25
130	44
111	0
291	1
77	0
60	0
51	0
2828	1
2	0
239	0
3	0
826	0
121	0
474	0
165	1
2	0
152	0
88	0
140	0
14	0
0	0
273	0
0	0
167	0
14	0
140	0
2	22
0	0
214	0
2	26
1	26
8	10
277	0
109	0
7	0
112	0
17	0
631	0
201	0
38	0
177	0
0	350
0	350
33	0
50	0
82	1
1	0
170	0
0	0
1315	1
146	0
0	0
729	0
181	0
60	0
98	0
42	0
128	0
3	383
30	383
0	0
0	8
0	8
2251	0
25	0
133	231
0	12
0	12
0	12
8	171
0	171
128	0
8	231
41	169
0	16
0	16
0	73
0	73
0	9
0	2
0	2
0	34
0	34
16	48
0	12
0	18
0	16
7	12
0	0
1637	1
233	21
80	0
85	0
108	0
478	0
28	0
1972	1
28	0
9	0
0	0
0	230
0	230
6	0
29	0
231	0
246	1
22	0
74	0
136	0
19	0
165	0
236	0
26	0
1	304
28	304
4	0
0	0
0	0
180	0
11	0
47	0
501	0
0	0
156	0
3	0
91	0
113	0
5	0
110	0
130	10
187	0
133	0
121	7
5	78
0	78
247	0
190	0
488	1
153	0
227	63
200	64
1538	0
409	0
106	0
28	0
96	0
68	0
4	0
0	0
6	536
0	536
166	0
206	128
0	439
685	1
7	0
0	0
0	1
1640	0
74	0
37	0
15	0
48	0
655	0
15	149
0	149
297	0
133	0
10	0
0	0
148	0
63	0
0	5
0	5
1	0
0	267
25	267
1497	1
83	0
0	0
2	0
236	0
30	0
97	0
271	1
198	1
168	0
0	135
87	0
0	0
236	0
185	0
25	0
0	0
0	0
0	184
7	184
0	0
0	0
0	0
117	12
0	0
201	0
0	0
12	0
39	0
0	13
5	0
9	0
0	520
17	520
0	178
4	178
48	0
81	0
30	0
129	0
209	0
544	0
181	0
48	0
0	0
0	6
0	6
723	0
30	0
0	0
91	2
0	373
0	373
6	0
0	15
0	0
0	0
0	0
976	0
7	621
9	621
158	0
2	0
121	0
17	0
232	0
8	0
94	0
25	0
142	6
5	0
0	67
16	0
344	1
108	0
86	0
4984	0
0	0
307	0
685	0
126	0
239	3
137	0
10320	4
147	0
88	0
56	4
81	0
25	4
83	0
631	0
117	0
23	0
1191	2
80	2
98	0
308	2
66	0
413	1297
38	0
393	1
758	0
1	0
0	0
0	13
0	0
165	436
1947	0
16	0
2	958
1	850
0	594
0	296
9	421
0	131
219	38
16	42
3	0
164	757
222	126
429	242
156	0
7	13
2154	0
0	140
0	338
5	5810
8	0
37	48
404	955
246	4269
188	3
1	973
6	38
31	361
0	2
2	0
62	39
0	0
0	0
0	0
0	0
34	189
0	141
4	0
3	0
0	95
0	88
0	80
21	11
576	0
87	0
16	0
11	241
0	241
98	0
0	119
0	119
0	0
0	0
0	0
0	0
35	0
119	0
7	0
19	0
0	467
8	467
18	0
58	0
38	0
39	0
57	0
56	622
0	599
1	154
52	0
36	0
33	0
366	0
171	0
102	0
73	0
31	0
0	35
0	35
122	0
101	7
500	0
6	700
0	700
109	0
5	185
0	185
85	0
8	0
25	0
7	0
20	0
329	0
200	0
42	0
129	0
0	0
0	0
0	0
97	0
156	0
238	1
90	0
31	5
94	1
10	0
233	0
0	21
0	21
81	0
0	0
2886	1
3	111
0	111
0	0
205	0
0	0
95	911
19	289
20	93
0	0
0	0
0	29
0	29
77	0
0	121
0	121
4	0
0	0
57	0
654	0
18	0
18	0
56	0
106	0
0	0
93	0
478	0
136	0
97	0
42	0
5175	1
214	0
4	0
635	0
1	9
3	9
20	0
107	0
410	1
979	0
352	0
1183	1
29	0
1401	2
179	0
0	271
3	271
147	0
6	0
0	0
0	0
0	0
45	0
99	0
730	0
20	0
104	0
84	0
93	0
817	0
532	0
1091	0
0	0
289	1
62	0
8	0
0	0
0	2234
418	0
0	92
0	2260
53	92
239	0
959	3
504	0
50	0
369	0
8	563
0	563
0	0
1	0
558	0
68	0
55	0
23	1
28	0
142	0
177	0
363	0
0	412
0	363
167	457
74	0
10299	4
178	0
14	0
240	0
693	0
0	0
47	0
976	0
57	0
368	18
0	97
0	97
0	198
5	198
343	15
1590	1
294	0
63	0
321	165
7	530
6	547
21	628
34	526
158	369
85	421
65	0
0	838
16	838
61	143
109	0
2	0
44	0
69	0
372	0
86	0
608	0
1	0
82	0
174	0
0	34
0	34
0	0
100	0
47	0
2	223
0	138
322	1
81	0
457	4
93	0
151	0
0	0
39031	9
186	0
2	0
47	0
102	0
53	0
0	76
8	76
0	0
59	0
103	0
83	47
7	97
0	106
5	88
3	2
651	0
25	0
203	0
53	0
492	0
0	20
0	20
171	0
130	0
37	0
91	0
218	0
44	0
89	7
246	0
157	0
576	0
189	0
11	0
43	0
152	4
3	76
0	76
82	0
192	463
3	456
31	19
15	0
102	0
2	0
122	74
724	2
64	0
48	0
0	232
0	232
1	145
0	145
40	0
13	0
15	0
398	0
114	0
128	0
35	0
74	0
723	0
794	0
2	0
147	0
207	34
41	117
196	0
768	0
164	0
128	0
323	0
56	0
47	0
769	0
0	26
0	26
55	0
0	182
0	182
17	0
8	104
7	104
0	0
1257	0
474	32
16	0
98	18
328	0
172	0
0	18
30	0
4	166
0	166
147	0
0	126
0	126
0	126
0	0
0	0
0	3
4	58
0	0
0	0
12	157
1	623
2	262
0	0
142	20
0	0
0	0
0	0
8	422
0	0
0	0
28	205
0	0
0	0
28	8
194	2
112	0
172	0
18	0
244	0
53	284
205	2
1897	0
6	3
50	45
1	16
0	16
188	0
0	422
204	1
10	545
1	545
0	0
0	18
774	0
696	0
726	0
0	0
109	0
234	1
201	0
74	0
246	0
158	0
0	5
0	5
2916	0
233	0
24	0
0	98
0	94
177	0
70	0
55	0
0	0
0	475
2	475
534	1
66	0
125	0
182	0
263	0
141	0
157	0
157	0
486	0
865	0
349	50
203	0
297	0
22	0
47	0
28	0
155	0
85	0
147	0
666	0
0	0
9	0
11	602
87	1
0	0
11	0
384	0
341	0
56	0
18	820
16	820
87	0
461	0
146	0
0	0
107	0
0	0
424	0
39	0
93	0
179	0
54	0
71	4
230	0
9	0
46	0
1893	0
87	0
319	0
366	0
734	0
97	0
76	0
117	0
463	0
7	0
51	0
24	0
5	0
1	0
253	0
76	0
282	0
32	0
14	0
81	0
191	0
0	41
0	41
0	8
0	36
4	42
229	2
105	0
1	163
0	163
642	1
0	0
184	0
265	0
344	77
113	7
23	6
6	3
89	593
21	557
33	16
70	0
2	118
435	51
0	1
48	0
63	0
0	40
0	40
214	0
0	60
0	60
0	60
81	0
214	0
150	0
2566	1
7	0
0	0
0	40
0	40
1	0
164	1
1201	0
67	0
80	0
361	0
4	0
383	0
0	0
56	0
222	1
2879	1
3	0
0	0
0	0
63	0
183	0
153	0
145	0
0	0
0	0
102	0
114	0
29	0
14	0
38	0
250	2244
0	499
0	60
0	27
0	2244
251	499
15	60
9	27
146	0
108	0
22	0
335	0
2886	0
31	0
243	0
541	1
71	0
93	0
0	50
0	45
0	50
305	0
60	164
27	0
198	0
2	0
20	0
19	0
1153	0
0	0
0	5
0	5
148	0
4	0
175	0
24	0
28	0
198	0
56	0
142	0
204	0
1417	2
223	1
48	0
82	0
6	0
1	107
0	107
91	0
91	0
127	0
14309	6
711	2
0	0
336	0
0	0
0	26
0	26
0	0
279	0
142	0
233	0
57	0
72	0
225	0
145	0
31	0
110	0
248	4
3	0
35	0
306	4
57	0
236	0
168	29
311	10
0	0
1	10
477	0
117	29
0	9
0	9
114	0
354	0
296	0
595	0
47	0
107	0
67	0
27	0
4	0
0	0
1	0
0	0
52	0
69	0
11	0
380	0
15	0
47	0
0	0
59724	10
459	0
6	0
1217	0
88	0
62	0
405	0
103	0
59	0
1410	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
171	0
530	0
96	0
289	0
327	0
558	0
0	0
0	0
196	1
108	15
35	0
90	0
37	0
0	0
244	0
24	0
62	0
0	0
0	0
0	0
332	0
1477	0
137	0
8936	2
243	0
375	0
324	0
61	0
0	5
19	4
319	0
1039	0
43	0
41	0
141	0
121	0
187	4
6	464
0	463
0	461
6	0
130	0
8	0
0	44
2	44
0	43
1441	0
6	358
2	358
3	0
279	0
73	0
21	0
23	1
41	0
149	0
1526	0
33	0
182	0
240	0
472	1
66	39
45	0
524	0
373	533
2704	532
0	0
381	1
9	0
0	0
21592	4
16	0
108	0
36	0
262	0
48	0
809	8
112	1
285	0
42	0
156	0
0	1
366	9
21	1
26	0
667	0
0	0
0	0
1544	0
0	329
68	0
76	6
6	144
0	144
586	0
72	0
158	0
64	0
46	0
346	0
296	0
106	0
352	0
33	0
5	29
393	0
11	0
304	0
338	0
0	1
0	1
236	0
166	0
56	0
58	0
114	0
119	0
76	1
42	7
113	339
482	1
1	35
0	35
20	0
0	0
317	0
1061	1
1408	1
92	0
0	0
0	0
0	0
9	0
21	0
115	0
175	0
0	0
46	0
740	15
0	0
7	0
983	0
192	0
1	35
0	44
61	45
7	352
0	351
84	0
0	0
1	0
0	0
235	0
131	1
80	0
1	0
112	0
106	0
214	0
447	0
3897	2
608	0
1094	0
226	0
250	0
1890	1
843	0
0	97
0	97
0	21
0	15
0	21
25	0
51	0
198	3
82	0
58	0
0	0
0	0
4	0
0	174
0	174
41	0
0	3
0	3
700	94
687	0
1231	0
16	0
0	26
360	0
207	0
115	0
172	0
150	0
177	0
2	0
21	0
176	0
33	0
962	0
3467	4
0	0
1173	0
70	0
298	0
114	0
515	0
54	218
31	1
401	1
483	0
456	1
29	0
268	0
22	0
252	0
175	0
2	206
0	206
84	0
5	23
0	298
0	298
50	4
37	0
150	0
21	0
6	0
202	0
360	0
50	0
582	2
3989	4
116	0
227	0
33	0
93	0
40	0
75	8
23783	5
500	0
26	0
730	157
0	21
11	21
25	15
329	0
105	0
68	0
1094	0
1526	167
42	0
71	0
249	0
321	0
149	0
89	0
127	0
15	0
106	0
166	0
243	0
214	0
11	0
209	156
18	791
0	791
33	0
0	14
0	14
247	0
0	167
89	0
132	0
26	1
989	0
734	0
0	18
0	0
0	69
0	18
34	606
157	60
5	101
0	205
1	47
0	47
832	0
622	1
169	0
392	0
363	0
317	0
140	0
314	1
442	0
88	0
181	0
3332	2
155	0
287	0
11	0
1067	0
36	0
0	0
0	883
21	883
168	0
482	0
169	0
0	249
0	249
289	0
0	0
345	0
6248	1
2	0
22	0
339	0
79	0
737	1
13	115
115	80
37	0
705	0
760	0
76	0
1127	0
135	0
1524	1
278	0
120	0
211	0
150	0
0	0
4	0
324	1
347	0
529	1
17	0
32	0
1078	4
47	0
1	0
0	192
0	192
0	37
0	37
44	0
58	0
44	0
172	0
285	0
6075	1
108	0
54	0
4284	0
63	0
285	0
38	0
47	0
979	0
212	0
0	0
11	0
76	0
98	0
922	0
0	0
3	0
11	0
17	0
131	0
3	5
0	5
0	0
0	0
63	0
2228	2
0	0
2449	0
90	0
52	0
387	0
146	0
56	0
705	1
54	0
385	0
141	0
96	0
13	5
0	14
4	13
0	2
0	2
0	2
2	24
5	25
0	5
0	5
60	1
61	0
24	0
236	0
184	0
0	84
4	84
1779	0
0	292
5	292
99	0
1039	0
156	1
126	0
50	0
73	0
7	0
98	1
574	0
0	26
0	26
668	0
17	784
37	784
518	23
0	23
0	0
239	0
2	13
0	55
0	55
143	0
2290	0
115	0
0	72
6	72
13	72
1287	1
101	0
0	0
3460	2
496	1
1973	1
76	0
307	0
300	0
0	100
14	100
95	0
189	0
125	0
126	0
22	12
3	2
9	564
104	564
56	12
0	0
0	0
145	0
3	0
514	0
111	0
390	0
0	0
0	0
0	83
14	143
0	319
5	126
2	489
8	489
226	0
30	0
0	0
69	0
610	0
0	22
0	22
76	0
49	0
301	0
229	1
1137	0
0	0
49	0
3705	4
1168	0
183	0
2675	1
259	0
4	2
0	0
100	0
7	0
5	0
84	0
41	0
175	0
11	35
3	35
47	0
146	0
80	0
46	0
44	0
39	0
19	0
1749	0
37	0
73	0
137	0
15	1
0	34
0	34
199	0
0	6
4	0
19	48
19	162
15	215
44	121
0	0
185	2
1344	6
0	0
3	0
600	0
231	0
0	0
0	10
0	10
114	0
115	0
0	64
0	64
0	64
209	0
47	26
54	26
57	0
91	0
59	0
260	0
276	1
2179	99
98	0
124	0
752	777
129	0
0	9
0	9
0	0
9	0
195	2
0	794
128	2
14	182
36	182
6422	1
147	0
45	0
1	0
270	0
0	508
155	0
98	0
95	2
103	0
159	0
204	0
0	54
0	54
83	0
27	0
0	0
142	0
1	0
183	0
43	0
223	0
74	0
152	0
106	0
236	0
0	1723
0	1723
62	0
53	0
24	276
84	0
83	0
0	41
0	41
0	1038
40	1038
1	0
28	0
129	0
1268	1
2	0
587	2
5736	2
186	0
134	0
2	13
0	13
79	0
173	4
1	0
138	0
3	33
1	7
23	4
7	1021
0	1021
678	0
314	0
144	1
629	222
227	16
19	776
0	16
12	0
337	554
19	0
111	0
36	0
0	200
0	200
0	0
16	0
313	1
24	0
57	0
419	0
1	0
20	195
0	195
55	143
264	0
19	0
73	0
23	0
188	0
0	0
833	0
3	0
1201	0
308	0
2	153
0	153
200	0
235	0
0	155
0	155
113	0
304	0
122	0
26	0
45	0
255	0
124	0
197	1
2625	0
0	0
0	188
0	188
0	0
48	0
292	0
163	0
2878	0
35	0
33	0
53	0
60	0
0	0
0	0
0	0
104	0
48	0
306	5
239	0
1	0
8	0
26	1
68	0
0	0
0	0
178	0
19	0
38	0
0	0
0	0
0	0
550	0
87	0
10	0
59	39
463	1
36	0
91	0
0	6
0	0
0	0
52	0
1976	1
24	0
3268	2
0	0
0	0
138	0
0	0
0	98
2	98
180	0
229	0
287	0
283	0
165	0
173	0
82	0
171	108
0	0
0	0
80	0
629	0
24	0
2432	1
225	0
163	0
0	41
0	41
88	9
154	0
256	9
0	0
0	1
32	37
1	411
0	411
20	361
31	35
3	299
8	299
103	0
41	0
469	0
209	0
120	0
70	763
465	1
67	0
269	0
437	1
73	0
1257	0
126	0
3	0
14	0
316	0
0	0
142	0
209	0
12	0
25	0
163	0
355	0
1200	400
313	19
0	48
0	48
2974	1
144	0
398	0
75	0
0	4
0	4
49	0
76	0
0	7
0	0
276	0
136	0
61	0
33	1
0	14
0	14
6	0
223	0
117	0
133	0
77	0
98	0
27	0
30	0
0	0
602	3
6	0
345	0
179	0
225	0
445	0
12	1
86	0
155	0
143	0
64	0
58	201
0	604
68	968
157	0
57	0
60	0
42	0
386	0
23	0
83	0
2	0
70	0
2789	0
45	0
94	0
2	0
26	0
320	0
54	0
1085	1
104	0
21	41
0	61
40	0
0	0
57	0
331	0
289	0
0	0
0	0
2960	0
1535	1
602	21
191	12
0	155
0	155
131	0
0	0
0	1
0	561
58	0
274	0
94	0
0	0
6	0
0	65
0	13
0	3
0	0
0	0
0	0
0	0
0	0
56	0
308	0
8	0
278	0
622	0
6	0
12	0
0	0
176	0
220	0
2	0
413	0
129	0
39	0
0	169
0	169
109	0
40403	13
98	13
171	2
551	83
12	0
173	0
206	0
1170	0
18	0
232	0
0	10
1	19
582	0
82	1
57	0
608	15
0	33
0	33
0	33
329	11
131	0
260	0
11	206
9	203
17	206
239	56
0	0
