UniqueCount	AmbigCount
20	132
93	1
12	1301
0	0
1	410
13	410
980	0
0	0
0	0
66	0
0	117
66	117
12	137
26	25
734	152
19	36
1504	16
42	0
6	0
168	0
11162	2
14	0
135	0
0	0
19	0
231	1
222	0
2596	0
65	0
2	0
57	0
893	1
152	0
604	0
25	308
65	330
121	1034
6	45
55	4209
583	0
72	0
252	1
3	0
300	1
802	0
179	0
55	0
2940	9203
372	9202
248	0
98	0
1193	0
4	0
94	0
2002	0
712	0
49	0
0	3
0	79
0	79
132	2
2	0
175	0
14	0
113	0
128	0
105	0
19	1
24	0
7	0
55	0
440	0
2570	1
74	0
105	129
0	0
284	1
236	0
78	0
19	0
69	0
30	0
56	0
245	0
0	159
0	159
0	0
0	0
61	0
80	0
349	25
125	17
89	0
139	0
93	0
3630	0
5	2
104	109
127	0
12	2
1	425
3	425
67	0
49	0
228	9
0	33290
330	33290
38	0
200	0
359	0
1	0
209	1
0	27
0	27
50	0
62	0
245	0
236	0
79	0
0	361
0	361
682	54
0	0
77	0
230	0
1126	0
249	0
1403	2
63	0
3	0
0	0
396	0
34	80
25745	6
347	0
0	59
0	59
48	0
39	0
0	1
0	1
151	0
0	61
7	61
352	0
237	0
70	0
233	0
50	0
74	0
99	0
340	0
224	0
12	1
51	0
111	0
964	0
178	0
6	0
0	188
0	188
57	1
121	26
0	0
13	9
90	7
0	0
357	8
68	32
86	2
186	1
122	0
100	3
51	2
2174	3
106	0
238	0
1	0
383	0
109	0
70	0
114	0
0	0
210	0
60	0
527	0
8	0
1	0
234	0
0	0
58	0
0	0
141	0
14	90
1	0
237	0
5	38
0	38
26	19
107	0
235	0
230	0
87	0
43	0
2457	1
436	0
102	0
130	0
0	309
0	309
72	0
118	0
81	0
255	0
392	0
2	0
860	0
184	0
0	0
523	0
353	1
61	0
25	0
18	0
229	0
1	553
5	553
0	0
0	19
0	19
1546	0
23	0
26	262
0	7
0	7
0	7
1	108
0	108
147	0
2	262
20	122
0	34
0	35
0	28
0	28
0	16
0	0
0	0
0	34
0	35
8	38
0	31
0	28
0	22
15	8
1	0
3412	3
340	8
31	0
246	0
148	0
892	0
13	0
3189	2
36	0
68	0
1	1
0	531
0	531
