UniqueCount	AmbigCount
15	79
201	2
9	1301
0	0
6	424
23	424
595	1
0	0
0	0
84	0
0	604
46	604
16	35
160	49
349	137
30	32
1174	9
27	0
0	0
68	0
18006	8
0	0
431	1
0	0
37	0
175	0
275	0
2391	1
73	0
1	0
111	0
1432	2
182	1
982	0
78	242
44	238
92	1432
9	125
2	761
418	0
50	0
147	0
5	0
250	0
256	0
423	1
61	0
5058	7450
627	7448
276	0
167	0
556	0
64	0
563	0
1119	3
743	0
366	2
0	0
8	388
2	388
169	4
41	0
126	0
10	0
232	0
553	0
165	0
88	2
46	1
4	0
64	0
283	0
5888	7
74	1
71	126
0	0
1998	2
455	3
70	0
20	0
181	0
26	0
162	0
83	0
0	116
3	116
0	0
0	0
51	0
76	1
796	62
99	15
143	0
48	0
1	0
1374	2
0	0
228	47
199	0
41	5
0	133
0	133
1126	3
99	0
316	4
0	33960
77	33960
435	0
555	0
608	0
2	0
284	0
0	452
0	452
107	0
39	0
493	0
323	0
68	0
26	380
2	380
1178	20
0	0
66	0
121	0
101	0
147	0
762	2
190	1
13	0
53	0
685	5
39	33
26019	40
713	1
0	73
0	73
29	0
70	0
0	0
0	0
56	2
0	252
18	252
164	0
200	1
587	1
650	0
73	0
39	0
116	0
641	0
225	0
18	0
109	0
102	0
92	0
309	9
2	0
0	863
5	863
51	9
552	95
19	20
4	4
277	24
0	0
129	33
171	42
275	0
261	0
184	2
49	2
65	1
2952	4
651	0
321	0
9	0
1701	1
164	0
177	0
127	0
0	0
244	1
126	0
78	0
1	0
4	0
412	2
235	0
62	0
0	0
138	1
2	34
0	0
509	0
15	39
0	39
4	7
242	0
224	1
224	0
193	0
26	0
4639	5
732	1
67	0
419	0
5	576
7	576
81	0
121	0
137	0
45	0
542	0
4	1
958	1
710	0
2	0
1231	3
131	0
50	0
32	0
216	0
108	0
9	589
27	589
0	0
10	32
0	32
1957	2
62	0
211	267
0	55
0	56
0	56
2	49
0	49
285	0
2	267
14	221
0	12
0	12
2	21
0	21
1	12
0	1
0	3
0	22
0	22
8	24
0	12
0	10
0	9
2	8
1	0
1161	4
127	0
77	0
717	1
59	0
463	1
13	0
4463	7
54	0
310	1
0	0
0	243
0	243
20	0
277	1
164	0
301	0
15	0
136	0
268	1
21	0
73	0
554	0
51	0
6	927
85	927
0	0
0	0
0	0
227	0
105	0
194	0
936	2
13	0
1090	1
42	0
51	0
149	0
0	0
206	0
104	7
261	0
173	1
1656	70
0	21
2	21
673	2
112	1
751	0
26	0
86	46
69	46
2486	2
728	2
138	0
28	1
187	0
76	0
3	0
1	0
3	389
0	389
131	1
489	377
0	1466
796	0
392	1
0	0
0	0
1420	0
89	0
719	0
218	0
371	0
616	2
2	412
0	412
144	0
78	0
6	0
27	0
142	0
51	0
0	171
1	171
1357	0
0	213
8	213
1078	2
27	0
19	5
37	5
196	0
21	0
123	0
275	0
348	0
173	0
0	134
73	0
11	0
125	0
174	0
25	0
0	1
12	1
0	262
6	262
0	1
0	1
0	0
244	11
11	1
261	3
20	0
88	1
273	11
1	3
5	9
118	7
11	316
9	316
0	301
6	301
92	0
113	0
2686	1
113	0
126	0
426	0
130	0
62	0
0	0
0	79
2	79
1134	0
671	0
44	2
120	1
4	393
0	393
5	2
2	3
22	4
0	0
15	1
684	3
21	1514
82	1514
65	0
1	0
105	0
69	0
536	0
8	0
80	0
173	1
72	8
4	0
1	101
22	0
332	3
101	0
115	0
6837	10
0	0
317	1
641	0
95	0
248	0
191	0
4393	4
130	0
4123	3
80	15
48	0
32	15
163	0
817	1
72	0
367	0
2910	1
72	0
210	0
334	0
117	0
327	1637
23	0
766	0
684	1
7	0
0	0
0	25
0	0
111	281
2719	3
9	1
1	367
0	303
0	278
2	130
0	192
2	237
270	41
18	51
0	0
111	530
89	52
379	276
367	12
6	2
1621	2
0	108
1	272
0	2811
9	0
18	37
166	2024
92	1701
94	4
5	507
5	26
19	204
0	1
29	0
25	42
0	1
0	1
0	0
0	0
58	107
4	194
1	0
3	1
0	176
0	165
0	133
24	3
852	1
40	0
27	0
0	61
0	61
69	0
0	130
0	130
0	0
0	0
0	0
0	0
57	0
178	0
310	1
308	0
4	448
38	448
48	0
93	0
1838	3
65	0
71	0
25	442
0	435
11	175
40	0
63	0
18	0
568	1
315	0
3829	1
46	0
97	0
0	46
0	46
174	0
152	5
539	0
8	453
4	453
112	0
6	288
0	288
76	0
4	0
33	0
3	0
23	0
627	1
78	0
3	0
50	0
3	0
0	0
9	0
53	5
502	5
747	0
112	0
222	8
158	0
14	0
1046	1
0	17
1	17
109	0
2	0
1714	1
51	872
1	872
177	0
183	1
21	0
73	1057
24	203
47	172
0	0
0	0
0	91
0	91
101	1
0	164
0	164
5	13
0	13
1414	2
1174	3
9	0
14	0
36	0
108	0
10	0
161	0
595	0
120	0
267	0
64	1
2821	2
201	0
1	0
714	0
3	150
4	150
118	0
46	2
411	0
395	1
1387	2
1375	1
