UniqueCount	AmbigCount
21	65
220	1
24	1298
0	0
3	429
21	429
601	0
0	0
0	0
89	0
0	567
42	567
15	35
181	70
351	141
38	28
1127	8
20	0
0	0
74	0
18114	29
1	0
450	0
0	0
19	0
191	1
294	0
2423	0
86	0
1	0
125	0
1415	0
201	0
901	0
64	225
31	221
71	1542
3	137
1	849
367	0
43	0
131	0
6	0
264	0
249	2
370	0
52	0
5136	7596
619	7594
281	1
169	0
574	1
53	0
545	1
1085	3
693	2
314	0
4	0
14	356
2	356
136	1
40	0
154	1
18	0
199	0
542	0
174	0
101	0
55	0
7	0
51	0
273	1
5749	9
72	0
58	133
0	1
2104	1
498	1
44	0
27	0
218	0
24	0
183	0
75	0
0	110
4	110
0	0
0	0
46	0
94	0
868	52
123	11
148	1
47	0
3	0
1296	4
4	3
212	43
208	0
32	4
1	153
1	153
1137	1
101	2
352	2
0	34117
81	34117
433	1
552	0
615	0
0	0
290	0
0	465
0	465
124	0
39	0
501	1
311	1
72	0
19	357
5	357
1185	24
0	0
74	1
142	0
83	0
162	1
707	3
192	0
15	0
43	0
682	7
52	33
26033	33
734	1
0	62
0	62
20	0
70	0
0	0
1	0
71	0
0	250
17	250
173	1
210	0
639	1
634	0
79	0
38	0
104	1
640	1
240	0
17	0
98	0
91	1
98	0
270	9
5	0
0	891
5	891
50	8
566	83
26	30
4	8
281	27
0	0
117	34
178	55
241	0
306	0
186	1
72	0
73	1
2929	5
652	0
408	0
10	0
1790	1
167	0
181	0
115	0
0	0
265	0
107	0
73	0
3	0
1	0
401	0
218	1
70	1
1	0
146	0
1	22
0	0
544	0
16	38
1	38
5	7
217	0
228	0
182	0
191	0
24	0
4549	7
744	0
89	0
399	1
2	679
7	679
57	0
103	0
137	1
55	1
542	0
5	0
962	0
740	0
0	0
1251	2
141	1
49	0
36	0
234	1
90	0
6	584
35	584
0	0
6	36
0	36
1942	2
35	0
219	266
0	54
0	52
0	54
1	30
0	30
286	0
0	266
11	231
0	17
0	17
2	22
0	22
0	16
0	3
0	4
0	21
0	21
8	27
0	16
0	19
0	19
1	16
1	0
1208	2
127	2
73	0
748	2
59	0
496	1
12	0
4446	4
49	0
358	2
1	0
0	231
1	231
23	0
238	0
163	0
329	0
23	0
144	0
309	1
19	0
89	0
543	0
41	0
3	869
84	869
1	0
0	0
0	0
233	0
93	2
163	0
941	2
14	0
1021	1
48	0
52	0
167	0
0	0
185	0
121	12
243	0
212	1
1683	80
1	38
2	37
663	1
121	0
765	1
34	0
86	41
65	42
2459	4
740	1
142	0
26	0
176	0
85	0
1	0
2	0
4	369
1	369
151	0
564	361
0	1435
806	3
374	0
0	0
0	1
1359	1
98	0
768	0
228	0
386	0
655	1
3	413
0	413
134	0
90	1
4	0
29	1
160	0
47	0
0	187
0	187
1318	2
0	229
4	229
1088	1
24	0
28	6
27	7
190	0
28	0
103	0
323	0
307	0
158	0
0	154
64	0
16	0
118	1
166	0
32	0
0	3
6	1
0	284
9	284
0	0
0	0
0	0
188	17
7	1
260	1
17	1
96	1
284	1
1	11
5	1
106	4
7	312
14	312
0	238
5	238
83	0
118	0
2651	1
125	0
136	1
416	0
126	1
64	1
0	0
0	79
1	79
1157	3
640	0
47	0
101	1
6	371
0	371
15	1
1	3
17	0
0	0
14	1
714	0
20	1453
78	1453
55	0
2	0
103	1
59	0
558	1
11	0
65	0
178	2
52	9
5	0
2	99
22	0
394	0
97	0
133	0
6893	7
0	0
377	0
647	0
108	0
228	1
223	0
4330	14
120	0
4222	4
62	11
53	0
37	11
189	0
809	0
88	0
319	2
2898	1
64	0
217	0
328	1
120	0
329	1627
29	0
755	1
715	1
4	3
0	0
0	33
1	0
102	286
2635	3
15	1
1	353
0	290
0	260
0	127
2	178
1	249
283	54
15	49
2	0
111	525
103	53
351	255
358	9
6	4
1654	1
0	122
1	320
0	2806
7	0
20	34
147	2106
133	1704
96	1
3	497
4	28
21	222
0	2
38	0
39	58
0	0
0	0
0	0
0	0
26	99
2	145
0	0
4	2
0	185
0	175
1	158
28	2
886	3
56	0
34	0
2	38
0	37
57	0
0	135
0	135
0	0
0	0
0	0
0	0
57	0
170	0
338	4
283	0
6	446
34	446
61	0
86	0
1856	3
54	1
73	0
27	476
0	464
15	159
50	1
47	0
16	0
603	1
337	0
3806	6
47	0
78	0
2	55
0	55
217	0
120	6
558	0
4	420
2	420
111	1
8	305
0	305
81	1
8	0
45	0
4	0
25	0
680	0
57	0
1	0
36	0
1	0
0	0
3	0
45	4
551	4
735	1
113	1
200	6
156	0
19	0
1053	0
0	24
1	24
128	0
0	0
1748	4
67	876
2	876
195	0
206	1
39	1
94	1102
23	231
40	175
0	0
0	0
0	95
1	95
113	0
0	156
0	156
7	15
0	15
1382	1
1152	1
9	0
10	0
42	0
132	0
8	0
155	0
601	2
105	0
260	1
79	0
2905	1
194	0
2	0
671	0
2	142
2	142
123	0
50	0
413	2
404	0
1439	0
1382	0
257	0
661	3
85	1
3	489
17	489
142	0
1	0
0	0
0	0
0	0
36	1
244	1
921	0
23	0
156	0
51	0
54	0
5830	3
567	0
1228	2
7	0
172	0
38	0
27	3
0	3
1	722
238	0
0	215
0	725
227	215
343	0
804	1
625	0
108	0
776	1
6	255
0	255
0	0
14	0
258	2
47	0
274	0
263	0
24	0
233	1
111	0
2754	6
3	892
0	826
424	615
56	0
12762	16
210	0
87	0
1179	1
540	5
0	0
56	0
1185	1
60	0
633	26
1	80
1	80
0	336
3	336
92	3
1327	3
421	0
45	0
47	32
5	169
11	266
6	220
10	116
46	150
73	194
176	0
3	1287
19	1287
87	56
165	0
0	0
4	0
25	0
268	0
73	0
416	0
113	0
160	0
490	2
0	57
0	57
2	0
142	1
353	0
0	35
0	6
328	3
216	0
2251	3
170	1
525	1
0	0
25325	48
183	0
0	0
46	0
582	0
69	0
0	186
7	186
5	0
37	0
285	0
145	58
23	206
0	233
1	186
48	9
927	0
32	0
245	0
210	0
251	1
0	38
1	38
233	1
107	0
48	0
379	0
201	1
88	0
40	3
162	2
154	0
543	1
638	1
30	2
102	0
155	6
1	71
1	71
108	1
34	150
0	150
44	1
99	0
189	0
3	1
112	41
1333	0
356	2
87	0
0	942
0	942
13	1009
7	1008
32	0
114	0
16	0
368	1
142	1
153	0
81	1
33	0
710	0
1507	1
2	0
301	1
476	42
58	189
38	0
1533	7
158	0
241	1
495	1
1176	1
25	0
1032	1
0	33
0	33
105	0
0	944
1	944
529	0
4	82
10	82
0	0
992	1
1026	99
6	0
106	8
661	2
251	0
1	8
44	0
13	379
4	379
199	0
3	159
0	159
1	153
0	0
0	0
0	9
0	49
0	0
4	0
11	116
2	455
0	219
0	0
298	56
0	0
0	0
0	1
4	218
0	0
1	0
4	98
0	0
0	0
35	16
197	0
116	0
68	0
22	0
317	0
619	1005
281	2
3003	3
15	28
84	42
1	11
0	11
230	0
4	1020
186	0
9	531
3	531
1	2
2	31
1415	1
976	3
1363	0
1	0
135	1
123	0
225	1
3356	5
155	0
260	0
0	30
5	30
3095	4
171	0
51	0
0	98
2	97
255	0
155	1
109	0
1	0
0	229
2	229
358	0
63	0
127	0
265	0
360	2
130	0
136	0
474	0
179	0
1563	2
282	49
313	0
225	0
22	0
32	0
17	0
133	1
162	0
113	0
1288	0
0	0
227	0
13	647
121	1
0	0
4	0
245	0
349	2
181	1
34	1072
34	1072
97	0
814	0
137	0
4	1
105	0
0	0
489	0
61	1
105	1
307	0
151	0
153	14
240	1
12	0
474	0
1436	4
26	0
397	1
577	0
1572	4
121	0
172	0
61	1
390	1
149	0
56	0
69	0
42	1
6	0
434	0
241	1
357	1
87	0
22	0
1779	2
187	1
0	27
1	27
0	11
0	21
6	17
186	0
99	0
7	242
8	242
948	0
4	0
219	0
518	0
388	37
82	7
55	27
28	0
72	442
31	427
433	34
237	2
0	118
266	27
1	3
46	0
64	0
1	95
0	95
335	0
3	29
0	29
0	29
136	1
202	0
205	0
2212	2
52	1
35	1
0	95
2	95
103	0
1272	2
1105	6
133	1
104	2
2044	3
37	0
228	0
3	0
171	1
240	0
2592	1
55	0
0	24
1	24
163	0
189	1
212	1
115	0
1	0
0	0
