UniqueCount	AmbigCount
52	179
106	2
26	1429
0	0
11	503
22	502
1188	9
0	0
0	0
171	3
0	340
49	340
20	50
159	38
382	187
55	55
1907	17
53	1
1	0
66	0
49137	409
4	0
387	2
0	0
59	0
172	0
193	0
2925	26
110	0
3	0
112	1
1398	11
303	4
716	5
24	118
16	113
53	992
7	241
5	1863
366	1
70	1
169	2
12	0
309	2
2097	15
205	1
27	1
6474	8844
759	8812
473	4
273	2
860	10
24	0
377	5
776	8
962	9
247	1
3	1
4	151
0	151
133	0
23	0
228	0
140	0
305	2
221	1
428	2
100	2
118	1
23	0
14	0
532	3
19357	184
58	2
61	175
0	0
1943	9
373	2
103	0
9	0
106	1
75	1
231	3
281	1
3	324
5	325
0	0
0	0
60	0
178	3
1055	77
193	21
185	1
19	0
79	3
1425	11
10	2
282	36
126	2
72	25
7	349
6	349
1063	13
610	6
341	7
0	48833
145	48833
107	0
257	2
816	10
2	0
499	4
0	894
0	894
181	1
1	0
1	0
511	2
75	1
8	401
2	401
264	19
2	0
101	2
417	6
90	0
182	1
1705	13
209	1
29	1
51	0
651	13
24	51
30372	252
492	2
3	158
0	158
47	0
142	0
0	1
1	1
219	3
0	209
7	209
138	1
166	1
319	4
343	1
103	2
131	1
66	0
297	1
315	0
6	2
26	1
127	2
230	2
157	5
1	0
0	2732
13	2732
67	6
849	168
17	38
11	9
387	36
3	0
228	36
194	36
185	5
403	1
128	2
115	4
85	3
8798	75
174	0
303	3
0	0
1134	3
233	1
214	1
122	1
0	0
153	1
54	0
150	2
24	0
0	0
383	5
6	1
69	1
0	0
240	1
1	7
4	0
453	4
23	67
0	67
13	11
236	4
165	1
54	0
233	3
41	0
3629	30
401	3
75	2
296	1
1	553
4	554
48	1
152	3
103	1
946	6
622	10
2	1
1948	19
226	3
7	0
1313	11
145	0
144	1
53	1
8	0
75	1
4	644
37	644
0	0
1	13
0	13
4722	38
70	0
309	441
0	15
0	15
0	15
2	127
0	127
219	2
4	438
43	227
0	40
0	40
4	68
0	68
1	32
0	7
0	7
0	54
0	54
21	62
1	37
0	45
0	41
8	22
1	0
770	4
235	5
104	1
141	3
210	3
712	6
32	0
3470	25
37	0
112	1
1	0
0	462
0	462
64	1
34	1
176	3
300	2
28	0
154	2
283	1
36	0
113	0
375	1
48	2
1	459
57	459
7	0
0	0
0	0
275	3
32	2
135	1
1292	13
4	0
225	1
14	0
94	2
96	0
14	0
285	1
141	6
202	1
90	1
588	18
9	169
6	169
645	5
163	4
620	4
120	0
10	1
5	1
2042	11
445	5
104	0
32	1
108	1
159	3
1	0
0	0
5	356
2	356
166	0
466	392
0	1459
2113	18
78	0
0	0
0	1
1453	16
93	0
220	1
63	1
138	0
877	4
9	289
0	289
417	5
152	1
2	0
6	1
197	2
94	1
0	56
0	56
6	0
0	333
8	333
967	12
55	0
7	0
6	0
218	3
100	1
106	1
281	2
235	1
134	1
0	125
53	0
6	0
383	7
332	3
17	0
1	6
0	0
0	416
17	416
0	0
0	0
0	0
234	25
0	0
275	7
22	0
62	2
110	3
1	9
0	2
30	1
18	534
16	535
0	388
17	388
112	3
132	0
480	4
215	3
301	3
884	9
258	2
98	0
0	0
0	23
1	23
780	5
693	8
13	0
146	4
3	503
3	503
4	0
0	6
5	0
0	1
2	0
1044	14
25	1062
54	1063
272	1
0	0
193	3
63	0
308	3
15	0
73	0
63	1
109	5
6	0
3	69
50	1
682	2
55	0
141	1
5045	51
0	0
9737	78
787	8
127	0
211	2
271	0
13577	121
146	2
1296	9
82	21
51	0
52	19
95	1
930	9
222	0
113	2
1818	15
101	2
111	1
466	7
72	0
357	1832
23	0
395	3
1004	5
4	4
0	1
0	13
0	0
245	601
2255	12
19	1
6	865
0	715
0	690
2	339
6	460
0	187
359	58
23	61
0	1
197	919
204	69
412	269
283	8
13	2
2529	14
0	194
2	509
6	6293
8	0
22	43
343	1237
349	3807
161	7
6	941
2	32
48	453
0	0
20	0
37	64
0	1
0	1
0	0
1	0
81	241
2	170
1	2
8	1
0	160
0	153
2	132
49	4
907	4
78	1
50	0
19	269
3	269
93	0
0	281
1	281
0	0
1	0
1	0
0	0
78	0
127	1
80	1
90	1
3	205
17	205
51	1
105	0
23	0
110	0
80	1
57	667
0	653
8	217
76	0
55	0
39	0
505	2
274	4
2032	12
114	0
51	0
1	48
0	48
194	3
90	2
453	3
8	675
4	675
130	1
12	371
0	371
206	1
20	1
63	2
3	0
9	0
305	3
118	1
11	0
110	0
2	0
0	0
1	0
228	5
223	3
353	5
114	1
60	6
212	0
25	0
749	10
1	81
1	81
175	0
3	0
2910	26
8	262
1	261
62	0
304	3
18	0
61	1118
30	282
65	196
0	0
0	0
0	52
0	52
206	3
0	168
0	168
7	33
0	33
772	5
1006	6
28	0
8	1
18	0
218	1
1	0
177	2
353	1
168	0
156	1
46	0
4821	37
271	2
0	0
812	5
1	32
2	32
37	0
151	0
452	5
1464	14
786	10
2629	19
62	1
2485	34
257	4
0	576
29	576
213	4
0	0
0	0
0	0
0	0
74	0
149	0
2116	21
28	1
167	0
49	0
125	2
1078	8
854	9
2332	21
0	0
354	6
74	0
3	0
1	0
0	1545
513	3
0	189
0	1558
145	189
476	2
1910	22
329	5
145	2
610	7
3	263
0	263
0	0
10	0
1008	9
159	1
74	1
46	1
30	0
200	0
128	1
634	7
0	282
0	257
257	477
76	0
18861	160
256	1
25	0
494	6
807	11
0	0
144	2
1248	11
107	2
322	13
8	181
1	181
0	56
1	56
948	24
1507	5
410	4
35	1
501	391
16	1032
63	1258
56	1420
204	1110
319	1090
309	1136
120	1
2	864
4	864
48	137
160	0
2	0
43	0
123	0
630	4
63	0
427	5
37	0
180	3
317	0
0	14
0	14
0	0
177	4
137	0
0	97
0	52
842	16
109	0
1282	17
184	3
238	1
1	0
31975	216
295	3
0	0
71	3
282	7
92	0
0	228
16	228
3	0
63	0
100	1
97	63
10	115
0	129
0	91
41	5
1439	10
34	0
228	1
134	2
1386	14
0	52
1	52
157	1
119	0
44	1
299	4
475	1
162	2
83	4
310	5
226	0
617	6
349	3
38	2
73	0
127	11
4	105
3	105
177	4
98	594
4	590
37	1
33	0
225	1
1	0
198	49
411	4
150	2
87	2
2	363
0	363
5	390
1	390
38	1
46	0
23	0
737	7
152	0
314	5
24	0
65	0
479	7
1074	11
0	0
257	1
317	36
119	172
147	0
1066	6
221	1
237	6
699	7
435	4
83	0
750	12
0	38
1	38
218	1
0	931
0	931
218	1
14	118
4	118
1	0
2031	8
1478	109
67	0
94	3
585	6
352	2
0	3
25	0
18	373
4	373
201	3
2	368
0	368
1	352
0	1
0	1
0	6
0	98
1	2
1	0
9	150
1	815
0	321
0	0
298	56
0	0
0	0
1	0
4	490
0	0
1	0
20	270
0	0
0	0
24	12
270	4
180	1
187	1
45	1
468	6
170	1088
243	0
3125	27
10	21
55	29
0	20
0	20
307	5
4	443
337	8
16	708
5	708
0	1
8	30
813	9
1156	9
993	10
2	0
145	1
220	4
241	1
924	10
364	0
302	1
0	22
8	22
2228	13
392	3
60	1
0	117
0	115
211	6
126	0
136	1
0	0
0	588
5	588
381	5
89	4
249	3
231	2
347	2
195	1
312	2
338	7
520	2
1237	9
347	60
290	2
544	4
36	0
41	0
47	1
166	1
176	2
183	0
1057	3
0	0
62	0
22	947
162	0
0	0
15	0
664	5
474	6
113	2
99	3472
82	3472
309	3
700	5
303	3
0	0
57	0
0	0
767	6
120	2
104	0
157	2
199	1
1081	55
180	1
12	0
179	1
6074	51
60	1
362	9
523	2
944	8
94	0
219	2
212	0
658	6
32	1
79	1
16	0
24	0
1	0
501	2
168	1
644	2
95	0
60	0
459	6
418	3
0	130
5	129
0	55
0	112
4	78
529	6
104	2
11	335
15	335
879	5
0	0
121	1
536	3
625	104
173	6
123	34
69	1
185	778
83	711
149	38
183	2
3	171
475	37
0	9
55	0
79	3
4	51
0	51
275	0
0	12
0	12
0	12
96	0
362	3
230	3
1285	12
25	0
23	0
1	76
1	76
28	0
681	6
2195	17
69	1
33	1
708	6
8	0
494	6
1	0
168	2
444	4
6566	48
14	0
0	1
0	1
138	0
111	0
207	0
155	1
2	0
0	0
292	3
132	0
36	0
17	0
45	1
570	3780
0	334
7	132
1	357
0	3774
303	338
12	132
212	359
189	3
188	1
7	0
357	3
3361	27
59	2
