UniqueCount	AmbigCount
29	113
92	0
7	1323
0	0
5	427
14	427
904	0
0	0
0	0
58	0
0	98
78	98
16	115
28	28
724	151
16	21
1464	18
36	0
5	0
156	0
11078	2
13	0
147	0
0	0
27	0
239	1
208	0
2629	2
65	0
2	0
57	0
903	2
142	0
550	0
23	319
70	343
116	1057
4	53
60	4318
524	0
64	0
252	0
3	0
296	0
800	0
188	0
63	0
3054	9051
406	9051
260	0
79	0
1216	0
8	0
100	0
1952	0
681	0
47	0
1	1
0	100
0	100
114	2
3	0
198	0
17	0
104	0
111	1
114	0
28	0
48	0
15	0
57	0
443	0
2500	1
81	0
88	142
0	0
239	0
205	0
86	0
24	0
64	0
38	0
76	0
279	0
0	160
0	160
0	0
0	0
68	0
67	0
334	21
115	16
92	0
123	0
109	0
3518	2
2	0
120	100
160	0
12	6
0	423
1	423
60	0
50	0
243	14
0	32883
344	32883
51	0
220	0
371	0
1	0
222	0
0	25
0	25
45	0
61	0
236	0
236	0
59	0
2	340
0	340
788	48
0	0
77	0
228	0
1145	0
235	0
1404	1
55	1
3	0
2	0
386	0
23	88
26018	5
348	0
3	75
0	75
45	0
37	0
0	0
0	0
170	0
0	60
18	60
320	0
239	0
47	0
198	0
68	0
72	0
98	0
317	0
207	0
13	0
49	1
114	0
939	0
181	0
3	0
0	181
0	181
63	1
114	26
0	2
11	8
79	5
0	0
397	4
89	38
84	1
193	0
115	0
118	11
74	4
2148	0
107	0
253	1
1	0
331	0
105	0
88	0
132	0
0	0
162	0
62	0
503	0
8	0
1	0
220	0
0	0
54	0
0	0
131	0
8	89
0	0
223	0
4	34
0	34
15	15
123	0
243	0
239	0
98	0
40	0
2508	0
475	2
124	0
134	0
0	349
0	349
81	0
104	0
77	0
237	0
382	0
3	0
793	0
199	0
0	0
547	0
359	0
59	0
24	0
12	0
228	0
1	595
8	595
0	0
0	24
0	24
1558	0
34	0
29	264
0	11
0	10
0	11
2	102
0	102
106	0
5	264
20	95
0	19
0	19
0	22
0	22
2	12
0	0
0	0
0	24
0	25
3	25
0	19
0	16
0	12
6	4
0	0
3416	2
349	5
26	0
231	0
154	0
885	0
15	0
3158	1
31	0
59	0
4	0
0	484
0	484
269	0
18	4
66	0
967	0
20	0
35	0
346	0
6	1
61	0
190	0
13	0
2	1058
97	1058
0	0
0	0
0	0
146	0
15	0
81	0
533	0
13	0
860	0
88	0
25	0
60	0
23	0
57	0
43	17
164	0
131	1
240	18
3	111
2	111
362	0
78	0
343	0
28	0
2957	141
1386	141
1077	1
475	0
69	0
2	0
96	0
72	0
3	0
1	0
0	478
0	478
83	0
357	142
0	543
1570	1
61	0
1	0
0	1
2563	0
526	0
143	0
40	0
