UniqueCount	AmbigCount
31	144
8	0
21	1142
0	0
10	329
20	329
783	0
0	0
0	0
85	0
0	240
50	240
18	32
24	6
230	105
55	50
897	24
5	0
0	0
75	0
16568	8
3	0
387	0
0	0
17	0
76	0
144	0
2175	0
50	0
0	0
78	0
783	1
236	0
618	0
12	45
14	44
36	411
4	267
4	2476
151	0
121	0
165	0
0	0
131	0
205	0
179	0
18	0
5325	9823
684	9824
261	0
148	0
638	0
5	0
547	0
851	0
587	0
203	0
10	0
0	51
0	51
68	1
36	0
171	0
158	0
308	0
99	0
194	0
92	0
171	0
56	0
33	0
237	0
6597	3
58	0
25	95
0	0
2182	0
150	0
58	0
16	0
69	0
81	0
293	0
80	0
0	99
0	99
0	0
0	0
36	0
106	0
368	22
97	24
166	0
0	0
0	0
1659	1
3	3
141	57
89	0
27	1
0	87
2	87
540	0
225	1
252	1
0	45375
65	45375
7	0
141	0
695	0
1	0
173	0
0	656
0	656
245	0
4	0
14	0
571	0
56	0
21	366
0	366
220	35
4	0
74	0
208	0
51	0
170	0
945	0
159	1
18	0
10	0
980	3
10	100
28923	0
506	0
0	85
0	85
34	0
57	0
0	0
1	0
174	0
0	108
16	108
91	0
85	0
49	0
168	0
43	0
28	0
25	0
212	0
185	0
21	0
52	0
61	0
311	0
109	1
1	0
0	1284
3	1284
72	7
388	88
0	4
7	7
157	28
0	0
93	28
133	46
93	0
289	0
63	0
65	0
37	0
2851	0
3	0
278	0
0	0
858	1
115	0
464	0
166	0
0	0
151	0
81	0
150	0
12	0
0	0
285	0
0	0
167	0
13	0
140	0
4	30
0	0
226	0
3	25
0	25
10	10
287	0
96	0
7	0
107	0
15	0
632	0
220	0
40	0
181	0
0	329
1	329
27	1
42	0
80	0
0	0
151	0
0	0
1303	0
147	0
0	0
723	1
216	0
66	0
97	0
67	0
132	0
1	399
15	399
0	0
0	13
0	13
2181	0
24	0
125	268
0	11
0	11
0	11
6	173
0	173
138	0
1	268
25	152
0	8
0	8
0	59
0	59
0	8
0	3
0	3
0	33
0	33
14	33
0	8
0	9
0	8
9	10
0	0
1714	0
236	9
61	0
101	0
115	0
495	0
15	0
1935	1
47	0
9	0
0	0
0	200
0	200
11	0
29	0
228	1
264	0
33	0
86	0
149	0
21	0
145	0
245	0
26	0
3	318
20	318
4	0
0	0
0	0
174	0
12	0
34	0
511	0
3	0
155	0
3	0
98	0
101	0
4	0
90	0
129	5
222	0
135	0
80	3
3	93
0	93
245	0
205	0
549	1
174	0
230	83
188	83
1620	1
449	0
107	0
18	0
98	0
85	0
3	0
0	0
10	576
1	576
162	0
225	88
0	449
711	0
11	0
0	0
0	2
1667	0
64	0
31	0
17	0
52	0
645	0
20	159
0	159
322	0
118	0
4	0
0	0
143	0
75	0
0	7
0	7
0	0
0	269
26	269
1519	0
80	0
0	0
4	0
257	0
29	0
111	0
282	0
186	0
147	0
0	112
75	0
0	0
213	0
183	0
18	0
0	0
0	0
0	181
7	181
0	0
0	0
0	0
123	12
0	0
188	0
0	0
15	0
37	0
0	15
3	0
9	0
1	549
11	549
0	187
5	187
43	0
87	0
26	0
109	0
203	0
589	0
184	0
51	0
0	0
0	8
0	8
738	0
42	0
0	0
67	0
0	360
0	360
3	0
0	17
0	0
0	0
0	0
995	0
10	604
17	604
172	0
0	0
100	0
32	0
179	0
7	0
78	0
24	0
134	4
1	0
0	44
28	0
308	0
128	0
105	0
4805	2
0	0
317	0
720	0
112	0
256	4
159	0
10207	6
126	0
93	0
56	5
64	0
20	5
89	0
659	0
126	0
15	0
1177	1
75	4
101	0
338	2
73	0
378	1266
37	0
361	0
786	0
4	0
0	0
0	6
0	0
136	410
2011	1
13	0
6	949
0	854
0	518
0	229
9	390
0	133
221	33
17	62
6	0
156	756
236	105
445	240
142	0
8	11
2145	1
0	137
0	353
5	5750
11	0
28	47
426	878
274	4152
187	4
4	972
6	22
25	333
0	5
2	0
67	41
0	0
0	0
0	0
0	0
33	217
0	156
4	0
3	0
0	99
0	90
0	93
25	12
512	0
93	0
23	0
9	245
0	245
84	0
0	119
0	119
0	0
0	0
0	0
0	0
45	0
112	0
4	0
13	0
0	439
5	439
19	0
64	0
40	0
35	0
51	0
54	615
0	602
0	189
67	0
55	0
27	0
342	0
177	0
90	0
73	0
24	0
0	27
0	27
105	0
101	5
464	0
4	727
0	727
123	0
2	200
0	200
97	0
11	0
25	0
6	0
30	0
281	0
210	0
25	0
131	0
0	0
0	0
0	0
117	0
163	0
257	0
95	0
31	6
101	0
7	0
263	0
0	23
0	23
67	0
0	0
2915	0
1	112
0	112
0	0
195	0
0	0
102	891
21	287
22	111
0	0
0	0
0	22
0	22
63	0
0	92
0	92
5	3
0	3
70	0
648	0
18	0
21	0
62	0
120	0
0	0
87	0
449	1
125	0
119	0
53	0
5222	5
214	0
3	0
577	0
1	8
3	8
19	0
111	0
416	0
931	0
372	0
1212	0
44	0
1388	0
160	0
0	277
6	277
147	0
2	0
0	0
0	0
0	0
44	0
99	0
664	0
37	0
111	0
75	0
80	0
824	0
509	0
1083	1
0	0
280	0
72	0
5	0
0	0
0	2194
373	1
0	95
0	2224
40	95
221	0
1056	3
501	0
45	0
374	1
8	546
0	546
0	0
4	0
607	0
67	0
48	0
27	0
26	0
120	0
203	0
347	0
0	412
0	350
142	457
98	0
10498	3
171	0
11	0
250	0
692	0
0	0
54	0
978	0
70	0
354	22
0	103
0	103
0	169
4	169
263	12
1573	1
289	0
64	0
295	159
5	525
8	531
12	635
38	543
130	367
99	393
46	0
0	833
12	833
74	140
79	0
1	0
46	0
63	0
345	0
83	0
540	0
8	0
89	0
155	0
0	24
0	24
0	0
120	0
