UniqueCount	AmbigCount
22	127
172	0
15	983
0	3
7	347
18	347
751	0
0	0
0	0
113	0
0	196
30	196
21	57
56	32
439	182
5	32
1203	14
68	0
2	0
117	0
17408	8
13	0
130	0
0	0
22	0
294	0
224	0
3027	0
46	0
0	0
106	0
772	0
183	0
385	0
103	400
50	393
212	2065
50	778
65	6709
372	0
93	0
176	0
9	0
339	0
557	0
197	0
63	0
3125	5649
355	5649
337	0
133	0
606	0
6	0
35	0
1249	0
693	0
119	0
2	0
1	110
0	110
332	0
9	0
175	0
30	0
102	0
28	0
136	0
51	0
71	0
19	0
50	0
467	0
2434	1
78	0
60	174
0	0
154	1
252	0
67	0
22	0
90	0
57	0
71	0
249	0
1	222
5	222
0	2
0	2
52	0
132	0
358	50
111	12
125	0
231	0
33	0
2304	0
1	2
179	36
112	0
118	44
3	726
3	726
27	0
58	0
288	6
0	23557
149	23557
159	0
271	0
444	0
6	0
192	0
0	41
0	41
58	0
55	0
298	0
244	0
62	0
4	357
1	357
1258	42
0	0
135	0
237	2
723	0
364	0
1662	0
17	0
17	0
39	0
180	2
22	33
16887	12
396	0
1	102
0	102
24	0
16	0
0	2
0	2
160	0
0	68
8	68
310	0
306	0
86	0
466	1
75	0
97	1
163	1
373	0
239	0
17	0
59	0
169	1
417	0
320	10
0	0
0	501
2	501
94	12
207	34
0	3
10	6
223	14
2	0
324	22
135	34
223	1
213	0
421	1
126	5
103	2
4956	1
443	0
246	0
0	0
491	0
158	0
110	0
175	0
0	0
240	0
115	0
428	0
10	0
2	0
277	0
1	0
79	0
1	0
220	0
4	52
0	0
154	0
13	34
0	34
2	9
120	0
251	0
273	0
179	0
51	0
3142	0
421	0
101	0
248	0
1	411
1	411
138	0
223	0
141	0
406	0
277	0
0	0
752	0
287	0
1	0
657	0
405	0
72	0
21	0
7	0
151	0
4	572
19	572
0	0
2	25
0	25
1893	1
81	0
186	346
0	16
1	16
0	16
2	57
0	57
205	0
2	346
33	164
0	52
0	53
0	65
0	65
10	52
0	14
0	14
0	51
0	51
8	62
0	47
0	71
4	65
8	49
0	0
1341	0
354	5
54	0
395	0
163	0
664	0
43	0
3992	3
28	0
217	2
0	0
0	1492
2	1492
915	0
5	37
152	0
746	0
25	0
79	0
292	0
14	0
72	0
287	0
22	0
8	1018
141	1018
0	0
0	0
0	0
133	0
3	0
75	0
569	1
5	0
600	0
202	0
63	0
38	0
40	0
41	0
69	17
146	0
168	4
660	36
1	139
3	138
537	1
129	0
473	0
52	0
3243	1167
2428	1199
1827	0
231	0
135	0
22	0
224	0
53	0
0	0
0	0
2	342
2	342
74	0
120	92
0	384
1087	0
120	0
0	0
0	4
1447	0
328	0
440	0
74	0
144	0
399	0
9	1076
0	1076
186	0
173	2
6	0
11	0
267	0
141	0
0	573
0	573
0	0
0	282
14	282
689	0
81	0
1	0
4	0
127	0
83	0
60	0
470	0
150	0
216	1
0	95
58	0
3	0
207	0
211	0
62	1
0	8
0	1
0	238
11	238
0	0
0	0
0	0
261	27
1	0
185	0
19	0
171	0
189	2
1	3
4	2
182	1
0	120
8	120
0	221
10	221
39	0
134	0
840	0
377	0
184	0
51	0
173	0
203	0
0	0
0	74
0	74
951	0
311	0
11	0
84	0
1	314
0	314
7	0
0	10
11	0
0	0
4	0
498	0
23	1357
79	1357
130	0
0	0
52	0
97	0
507	0
10	0
80	0
98	1
24	12
1	0
0	47
14	0
257	0
157	0
124	0
7461	2
0	0
33	0
307	1
51	0
54	0
226	0
28750	9
138	0
3043	1
72	11
56	0
37	11
191	1
1143	0
131	0
118	0
2343	0
48	0
324	0
406	0
117	0
324	1163
19	0
1548	1
416	0
3	2
0	0
0	10
0	0
100	264
2039	2
9	1
2	560
4	474
0	258
3	145
0	165
0	117
111	18
11	29
1	1
26	181
140	96
270	367
273	6
10	5
2101	1
0	22
1	84
1	1575
3	0
9	21
53	562
70	1035
163	1
3	320
1	14
14	222
0	4
234	3
31	92
0	0
0	0
0	0
0	4
48	146
16	135
0	0
1	2
0	276
0	270
0	108
159	19
899	0
118	1
29	0
7	195
3	195
71	0
0	200
0	200
1	0
0	0
0	0
0	0
41	0
192	0
157	0
202	0
1	246
11	246
9	0
67	0
47	0
124	0
83	0
30	631
0	619
15	175
5	0
32	0
3	0
141	0
97	0
567	0
95	0
131	0
4	49
0	49
220	0
142	5
35	1
4	522
0	522
112	0
8	269
0	269
147	0
7	0
78	0
5	0
18	0
479	0
216	0
4	0
167	0
3	0
1	0
6	0
157	2
162	2
630	0
364	0
93	17
287	0
24	0
1195	1
0	61
1	61
126	0
78	0
683	0
18	482
1	482
82	0
256	0
19	0
17	276
26	474
45	250
0	1
0	0
0	88
1	88
90	0
0	140
0	140
6	13
0	13
254	0
919	1
33	0
105	1
147	0
283	0
0	0
307	0
113	0
136	0
217	0
49	0
2507	0
179	0
0	0
727	1
0	84
2	84
93	0
100	0
280	0
358	1
1404	0
1484	1
250	1
1106	0
188	0
5	571
14	571
283	0
0	0
1	0
0	0
0	0
94	0
256	0
1026	0
28	0
186	0
92	0
169	0
3045	0
604	0
1418	0
0	0
244	0
86	0
6	0
0	0
0	6068
483	0
0	213
0	6132
144	213
297	0
490	1
474	0
155	0
385	1
7	432
0	432
0	0
4	0
1223	0
135	0
81	0
109	0
10	0
91	0
129	0
311	1
0	188
0	180
375	552
192	0
20163	8
227	0
16	0
1004	1
607	5
0	0
65	0
1037	0
82	0
350	18
8	166
0	166
0	24
0	24
165	15
1141	2
676	2
198	0
187	120
0	358
21	412
21	484
26	358
64	268
162	316
113	0
8	2311
38	2311
69	130
77	0
0	0
140	0
87	0
393	0
328	0
402	0
110	0
193	0
267	0
0	18
0	18
0	0
120	0
98	0
1	4
0	0
4	0
123	0
2029	1
66	0
209	0
2	0
20076	3
146	0
0	0
31	0
760	0
128	0
0	162
11	162
0	0
38	0
290	0
155	95
24	265
0	301
0	245
148	13
669	0
43	0
231	0
160	0
1022	1
0	139
4	139
408	0
